Q3E7Y3	P40513
P33323	P36533
P34241	P53738
P17106	P25357
Q02159	P38632
P21825	Q08966
P10622	P53115
Q05789	P28519
P48363	P40568
Q00402	Q08287
P22470	P40016
Q99190	P38217
P23639	P34110
P39104	P53246
P23642	P48525
P47128	P39955
P28241	P46947
P38229	P39001
P43558	Q12509
Q12309	P42845
P21374	Q04370
P32378	Q03429
P38219	Q12072
Q06109	P50085
P33891	P40484
P25573	P39715
Q05359	P07143
P25359	P38282
P00175	P12945
P53220	Q12463
Q03772	Q06103
P07834	P13099
P38084	Q03897
P11709	P07261
P43583	Q12335
Q02931	Q04031
Q12432	Q03691
P38822	P16649
P80667	P36145
P17157	Q06090
P20052	P53721
P39960	Q2V2P8
P11433	P53899
P32378	P46678
Q08457	P00330
P40496	P22515
P02557	P34218
P21242	P38798
P48361	P69852
Q07821	Q3E7Y3
P38429	P36116
Q08956	P00924
P53845	P48439
P38759	P53067
Q12311	P29366
P22213	P20485
Q06156	Q02159
P53939	P39702
Q03496	P53189
P53877	Q08957
Q01939	Q01589
P39904	P40048
P36100	P53721
P21771	P15938
Q04748	P41910
Q12072	P32629
Q06108	P53897
P53124	P28791
Q12071	P25453
P40033	P10961
Q08957	Q3E7B2
P07255	P25566
P40185	Q00764
P33399	P34072
Q06224	P53163
P24719	Q6WNK7
P53165	P52919
P15790	P08153
P43535	P40080
P40210	Q00816
P43621	Q03433
Q08484	Q08215
P53691	Q07921
P42838	P26637
P24384	Q12471
P53152	P40466
Q12335	P34253
P40573	P40515
P25453	Q12417
P40018	P07269
P23595	P04911
P38922	P33749
P38888	P38011
P06105	Q12502
Q08921	P22803
Q12315	Q12348
P27809	P38074
P28791	P04819
P32914	Q02457
P38788	P21734
P38074	Q12045
P39014	Q12349
P50946	P0C0W9
P22517	P15705
P40069	P53276
P36775	P40098
P53743	Q07508
Q05636	P36516
P06182	Q02516
Q06168	P32892
P80428	Q00362
Q04373	P41819
P38792	Q3E7Y3
Q04868	P53083
P22804	P32389
P07260	P41811
P38772	Q01649
P49334	Q99220
Q12013	P46988
P25300	P00044
P13185	P39940
Q08816	P40344
P42836	P18759
P32361	P12868
P46677	P47077
P38257	P23202
P25293	Q3E840
Q12345	P38337
P40072	Q02206
P50089	Q12425
P69850	P40186
P05317	P41811
P40045	P29467
P25588	Q04922
Q00776	P37370
P43605	P10962
Q08561	Q99258
Q05471	P25554
P38324	Q07807
P34758	P17629
P18412	P38084
Q04049	P40480
P21242	P40987
P42845	P10961
Q12468	P16862
P53068	P38615
Q02521	Q12080
Q12462	Q08550
Q12508	Q04493
P21374	Q06213
P40361	P07278
P53905	P38291
P33315	P32493
Q12522	Q07533
P53212	Q03280
P12945	P52910
P40342	Q00772
P38212	P47129
P53905	P53731
Q03322	P38315
P08468	P20967
P17255	P06774
P38132	P12684
Q04964	P33892
P40957	P39682
P05744	P38204
Q12396	P36057
P14540	Q12471
Q02555	Q12134
Q06168	Q06671
P34160	P38187
P40486	P29496
P39531	P51534
Q12330	Q03144
P05738	Q08649
Q08214	P24004
P34225	P05748
Q08496	P40026
P30775	P37296
P53067	Q99181
Q04067	P25302
P35817	Q12015
P34230	P04802
P53633	Q03124
Q12749	P12612
P14736	Q12163
P38996	P31384
P53899	Q99216
Q12518	Q02950
P23293	P24279
P25808	Q01389
Q3E7A4	P15367
P11710	P80667
P40512	P53317
P15938	P14905
Q04867	P42844
P52917	P0CX28
Q01163	Q99234
Q99181	Q08749
P38757	P43612
P46682	Q06001
Q12347	P50086
Q02875	Q12265
P53890	P46995
P04801	P53246
P25374	Q12013
P32378	Q08773
Q03125	Q05787
P53937	Q04175
P12688	Q03337
P53633	Q04651
P53195	Q06630
P35817	Q08412
P53305	P41813
P41940	Q12082
P05085	Q12277
Q07540	P38968
Q06188	P40061
P47088	P47111
Q06604	Q07794
P34758	P35209
P47167	P40562
P38820	P40091
P32945	Q12262
Q06488	Q12510
P39520	P42945
Q08601	P32944
Q08562	P38089
Q04003	P39073
Q12469	Q08726
Q02774	P17883
Q12045	Q03957
P21954	Q12328
Q12468	Q04338
Q12262	P36095
P06243	P07866
P53192	P25808
P53202	Q06011
Q03784	P46970
P38820	P40079
Q06506	Q08816
P25627	Q06568
Q12445	Q00578
P36096	Q12287
Q04847	Q12488
Q06616	P07256
Q12343	O14468
P38837	P26448
P07143	P25616
P53326	P47149
P23615	P38428
Q05919	P50946
Q03714	P26637
P36100	P36084
P47083	P49017
Q03868	P53305
P25386	Q92317
P53320	P39955
P37254	P38242
P39515	P33775
P32563	Q9URQ5
Q12369	Q07688
Q02554	P38297
P40327	P38262
P40958	P48363
P53141	P00890
P15019	P20437
P40061	P53974
Q12066	P53741
Q05541	P10663
Q12125	P36056
P50101	Q06568
P21576	Q12082
P0CX28	P31382
P40518	P53169
P00431	Q07844
P38165	Q06164
P46973	P39723
P43572	P38633
Q08729	P11325
P38326	P40548
Q07821	P48234
P41832	Q08208
P43564	P32565
Q92316	P38772
P25655	P20081
Q03835	P81451
P04786	P35728
P52593	Q08961
P23337	P05756
P41821	P09457
P40059	Q00381
P80428	Q06245
P30657	P40045
Q12514	P38829
P49960	Q03388
Q00246	P46672
P43321	P15367
P40851	P34072
P13433	P12684
Q05518	P00420
Q04549	Q02204
P16522	P00856
P36152	Q99190
Q06148	P10964
P17119	Q12009
P21268	Q12181
P21951	P38691
P38293	P38042
P47123	P46970
Q04338	P22470
Q92328	P47158
Q04225	P26637
Q12255	P40361
P25808	P38349
P20095	P38247
P38995	Q12211
P12754	Q12486
P25627	P50089
P40511	P32357
P53914	P14747
P14306	P19073
P38208	Q03465
P52593	P38826
P25453	Q12052
P36149	P25301
P47057	P38260
Q12433	P40456
P53297	Q12466
Q04195	P46959
Q12124	Q12348
P25558	P07276
P25627	P41546
Q01589	P38782
P43563	P32796
P38705	P38349
Q05785	P41318
P53212	Q12241
P24279	P12866
Q04368	Q04110
Q04080	P22354
P38254	P38826
P25693	Q06624
P14020	Q12334
P33322	Q07458
P40960	P37293
P53722	Q07896
P21827	P41920
P25368	P69850
P24867	P07260
P53068	Q04048
Q12502	P23968
Q12024	P41821
Q03322	Q12343
P42843	P36018
P40066	P47061
Q06213	Q01454
P54837	P53978
P06782	P43535
P38120	P22146
Q05050	P50276
Q07915	P32776
Q12433	Q03899
P47118	P13186
P39007	P15624
P39727	P49687
Q08685	P32831
P29056	P38228
Q04491	Q00245
P05743	P05318
Q05791	P32502
P39960	Q07914
P40460	P38829
Q06078	P0CX44
P15646	Q12335
P36167	Q12125
P32345	P34232
P33297	P0CG63
Q08949	P32380
P05737	P30283
P38170	P23595
P40217	P14742
Q03308	P25808
Q06108	P43563
P47118	P47108
P24814	P47117
P38962	P30902
Q04603	Q06678
P54860	P41543
P35845	P38824
Q07887	P0C0V8
P25554	P00817
P38632	P38428
P38249	Q06709
P50106	Q01939
P53924	Q06224
P05373	P39923
Q01649	P21192
P39904	Q01662
P36528	P40065
Q08732	P40091
P54785	P38827
P08678	P39969
P07264	P53924
Q01662	Q12373
Q04338	P40957
Q02732	Q03761
Q12338	Q02792
P47024	Q99359
Q12380	P36534
P32585	Q12333
P22470	P32913
Q00578	P53236
P36124	P40858
P00560	P32356
P29703	P32790
P05739	P23293
P23900	Q05024
P48360	P39011
Q03690	P40511
Q03096	P47054
P54000	P22696
P20485	Q03694
P32504	Q12262
Q02336	P53939
P32342	P38121
P0CX52	Q08685
P12754	P40005
Q06389	P28007
P32259	P36526
P40091	P53633
P00856	Q12267
P07260	P53893
P20676	P06242
Q06336	P39744
Q07350	P07281
Q12262	P33203
P38818	P50111
P30619	Q03834
Q00381	P42846
P40073	P40453
P07248	P15624
Q03246	P36037
P21560	Q02554
P40352	P20438
P40060	P25343
P50874	Q12118
P32795	Q3E6R5
P54861	P32861
P39875	P41940
P21691	P14680
Q04067	P14922
P39081	Q06682
Q02197	P32583
Q12745	P31787
P10663	Q12027
P53978	Q03361
Q12411	Q9URQ5
Q12024	Q3E7Y6
P38282	P43598
Q03776	P38708
P06197	P32915
P53040	P53032
Q07622	P21951
P32361	P38829
Q07978	P60010
P53197	P40562
P46962	P53080
Q06385	P28495
P32522	Q01919
Q07896	Q12368
Q12055	P38882
P36095	P38823
P0CX44	P38349
Q00362	P40061
P32915	P39516
P02406	P56628
P47029	P14904
P43614	P22211
P43609	P53983
Q12267	P23301
Q00711	Q12224
Q02455	Q08924
P22209	O13297
Q08003	Q06506
P23642	P21339
Q12146	P53198
Q12263	P25451
P36095	Q12055
P32831	P38866
P32863	P17558
P40357	P32588
P06634	P53070
Q03125	P22209
Q06504	P46679
P48527	P53736
P17505	P39676
P00549	P54005
P32387	P48569
P47045	Q06810
P20459	Q03161
Q02724	P39011
Q02884	P53157
P36224	Q12223
P31373	P38208
P45978	P38879
P47064	Q06505
Q06678	P25453
P36144	P33755
P53845	P47047
P38871	P53866
P11745	Q12263
Q08831	P36519
Q12530	P49573
P39111	P53959
Q03290	Q07533
P25588	P32561
P38707	P40956
P47051	P38705
P32491	Q03388
O14468	P35209
P38873	P53731
P00899	P02829
Q12248	Q06156
P06786	Q07794
P40344	P32613
P0C5N3	Q07381
P53212	P41806
P32366	Q08562
P33332	P48563
P53086	P27476
P39965	P53145
P36104	Q12530
P50946	Q12527
P36519	P49957
P36148	Q04603
P11076	Q04924
P29340	P40048
P46674	P53295
P53125	P27999
P32774	P40013
Q03048	P38692
P38838	P47160
P41806	P28519
P39952	P41832
P35817	Q07800
P40020	Q01662
P04051	P53271
P48562	P13185
P45976	P53978
P69851	Q99189
P32776	Q04264
P47035	Q06001
P38111	P32641
P38797	Q02753
P39742	P36018
P38995	P38962
P08964	Q02950
Q05050	P05743
P21372	P23369
P35209	P25298
P32342	P19659
Q08581	P39538
P23900	Q03067
P33420	P34110
P43682	P49957
P61829	P47045
P41697	P07213
Q04359	P32610
P40462	Q02908
P38207	P38791
Q07915	P17076
P19158	Q06032
P54860	Q05635
Q07478	P12709
Q07688	Q12038
P53921	P54838
P14908	P47025
P10961	P00445
P41901	P38632
P42836	P38700
Q05040	P01123
Q08484	Q12143
P40537	Q12481
P40963	Q3E7B6
P28707	Q03390
P05318	P05626
P09938	P20447
P43602	Q04431
Q99394	P31382
P50110	Q08932
P40468	P40217
P25454	P38891
P10664	Q12224
P36131	P38080
Q04228	P38153
P16664	P50109
Q02256	Q12285
P14724	P40314
P40452	P80428
O13539	P14127
Q99278	P06102
P01097	Q92317
Q92316	Q06639
P53335	P53276
P20435	P32617
Q08963	P35184
Q06629	P53298
Q03533	Q12315
Q04048	P05317
Q01476	P00924
P38962	P32379
P09959	P53858
P53971	P35056
Q06263	Q07921
Q03533	P38333
P53738	Q00955
P39702	Q03776
P53157	Q07350
Q02457	P21374
Q07442	P54074
P32660	P47017
P32783	Q03406
P32468	Q04213
Q08484	P40563
P22149	P38884
Q03532	P47025
Q01080	P48566
Q12052	P00401
P25366	Q08622
P38751	P36064
Q07541	P04037
P46678	P25343
P38110	P32366
Q02772	O13539
P25649	Q07540
Q03714	P48363
P04802	Q06580
P36041	P38072
P53168	Q03735
Q05778	Q12221
P40515	P12383
P06778	P46676
P40090	Q12440
P32797	P32578
P53865	Q08490
P38439	P23202
Q12333	P28241
P53037	P32526
P00890	Q08245
P32505	Q12246
Q12433	P38428
P23369	P40335
P53290	P40038
Q12334	P53854
Q06218	Q04210
Q12416	P38121
P35734	P53281
P53507	P10849
P40024	P25299
Q08438	P12611
P06778	P53220
Q06168	P39985
P16861	Q07418
P37366	P53540
P14907	Q03018
P53169	Q12468
P11632	P32807
P30665	P47142
Q12267	P40477
P20449	Q12164
P40038	Q12363
Q06385	P32351
Q04007	P53877
P33334	P33330
P36161	Q04177
P25567	P33334
P53953	P38995
P52960	P20081
P32367	P52919
P38820	P52960
P53725	Q05785
P53924	Q08886
P36104	P35127
P46951	Q03337
P32844	P05030
Q06108	P39927
P32432	Q08886
P14737	P35817
Q06689	Q12034
Q06834	P11745
P47117	P40352
P19880	P53335
P38792	P40563
P20449	P07274
Q03785	Q12748
Q05787	P89114
P36224	P38283
P50276	P35688
Q12129	Q12267
P38072	Q04964
P27929	P32351
P08539	P39526
P41909	Q99380
P25300	Q06706
P28743	P38786
P46995	Q03016
P34252	Q08963
Q08581	Q12379
P46679	P06780
P38872	P32496
Q12083	P52870
P32599	P38779
P31385	Q3E830
P38324	P53193
P47024	P33399
P02557	P31386
P20053	P46947
P52891	Q12386
P50875	P38431
P53734	Q04359
P38956	P22139
P32805	P40491
P26783	Q12196
P38348	Q03503
Q03466	Q12481
P38110	Q08465
P27809	Q06640
P38241	P53272
P11632	Q07953
P11076	P38302
Q06263	P53080
Q07623	P50942
P46957	Q12009
P12962	P38708
P08018	P38181
P43639	P38349
P47050	P38011
P32379	P32599
Q03406	Q08689
P49017	P32776
Q12230	Q02908
P08468	P53297
Q03327	P32912
P40515	P39730
Q06339	P20447
Q06505	Q04500
Q06707	Q05610
P47160	P46674
P43561	Q12365
P38089	P40368
P23641	P53316
P38089	Q05931
P26786	P32381
Q12072	Q02486
Q99332	P53981
Q07887	P53261
Q04651	P35181
P31539	P15625
Q03201	P25582
P04039	Q12508
Q12481	P32578
P38882	P28239
Q07532	P38116
P41811	P22803
Q04368	Q00402
Q03144	P41909
Q12246	P53159
P36123	P39722
P36037	P53900
P40994	P40486
P34232	Q07915
Q04233	Q04673
Q12527	P38789
P32629	P43597
P40555	P13574
Q99383	Q03018
P46984	P40156
P54000	Q12451
Q03330	P40352
P38261	Q06164
Q02773	Q02574
P38736	Q12379
Q04370	Q02455
P33448	P35734
P38985	P38351
P34216	P38164
P53953	P47049
P05740	P49166
P22139	Q12028
P42841	P40352
O13297	P28000
P21954	P53540
P40856	P36005
Q04311	Q06704
P49089	Q02732
P40335	P05986
Q12321	Q04603
P40512	P33891
P18898	P14737
P34756	Q12223
Q06630	Q06287
P32335	P31382
Q6Q546	P28000
P25374	D6VTK4
Q12136	P40693
P31385	P02294
P39521	P52919
P38884	P17558
P22276	P53317
Q04935	P25566
P22141	Q12165
P38270	P20448
P32774	P40468
P15436	P34217
P38957	P40318
P39009	Q07533
P33748	Q12019
P40480	P38297
P38629	P27692
P25453	P11978
P40546	P43597
P06704	Q03338
P47075	Q3E7A4
P32874	P36075
O14468	P22213
O14467	P40059
P32525	P48564
P25369	P38080
Q04598	P29056
P38682	P53905
P40060	Q03361
P19262	P37299
P53165	P32337
P38304	Q3E835
Q12341	Q12234
P34909	P25366
P47112	Q12328
Q07623	Q12365
P07149	Q00362
P32769	Q01926
P32641	P40020
P32334	P18898
P31539	P38815
P28519	Q04233
Q08096	P33313
P20795	Q07540
Q04279	Q08949
Q03772	P38324
Q08981	Q12483
Q06213	Q08562
P53129	P35197
P38873	Q07657
P47035	P38208
P40956	P15624
P53732	P50105
P32458	P22082
P14741	P38341
P48234	P40061
P47057	P53617
P40212	Q04272
P47089	P21954
P24482	P52490
Q12223	P18480
P16387	P07267
P32525	P22146
P53199	P53094
P38871	Q03124
P32829	P35727
P30283	P53983
P36018	Q12464
P36167	P19812
Q12530	P41832
Q12508	Q12451
P38238	P53941
P54790	Q99234
P53330	P0C2H7
Q12447	Q12321
Q12380	Q06164
P38217	P33759
Q08951	P47108
P32388	P53044
O13297	P38146
P40325	Q00245
P40558	P40561
P53146	Q12230
P36064	P53115
P47051	P32559
Q05518	Q12469
P04037	P36017
P47011	P40186
P04803	P38144
P41819	P22204
P33332	Q03290
P47167	P33302
P53600	P41800
P25642	Q06224
P38886	P38708
Q12082	P34760
P32347	Q12143
P53973	Q03071
Q06632	Q04225
P24870	P12611
P22082	P32583
P38297	P53114
P35056	P36168
P53937	P00856
P34217	Q07930
P32849	P53152
P05030	Q12692
P25374	P53897
Q06835	P07252
P53845	P00546
P25558	Q03373
O13329	P38241
P40561	P40161
P53115	P19145
P06843	P46983
P48524	P25515
P27344	P32505
Q03406	P35997
Q05580	P35187
Q12292	Q02629
Q02792	P36095
P53037	P33297
P07262	P40495
P69850	Q06493
P13856	P33330
P40065	P06777
P19158	P35209
P42935	P38285
P53437	Q08236
P06780	P17442
P23201	Q04049
P42845	Q01448
P10862	P40098
P10862	P07264
P53875	P40495
P32351	P53735
P40563	P38120
Q08119	P40003
Q3E7B2	P40086
Q03430	P28778
P53148	Q12342
Q12743	Q12522
Q00684	P89105
P05739	P53840
P11075	P32333
P38146	P07149
P40325	P05750
P39523	P23638
P30283	P53295
P21576	P32457
P32357	P15180
P36520	P38210
P34244	P05373
P35997	Q12196
P40969	Q03981
P32342	P18494
P32902	Q03707
Q06580	P38630
P40547	P53899
P19812	P40202
Q12734	Q06604
P0CX56	P53236
Q04511	Q03782
P53170	P42841
P36022	P11745
P25656	Q00764
P11325	P32563
Q02792	Q99176
P18409	P36047
P36526	Q12016
P53736	P38208
Q05050	P20437
Q12245	Q00246
P40960	P53973
Q12455	P39108
Q12395	Q06709
P32349	P40454
Q03656	Q12114
P53131	P32855
P38915	P38283
P0C0V8	P33330
P22543	Q07887
Q07084	Q04431
P39538	P47057
Q92325	P39715
Q01448	P36056
Q12416	Q07980
P36024	Q02457
P32496	P38334
Q12013	P40007
P21957	P53135
P47140	Q06834
P38873	P17505
Q05946	P47086
P38863	P08566
P25389	P05030
P38193	P38833
P53743	Q04839
P41057	P02557
P40462	P38705
P53935	Q04372
P40368	P39011
P31384	Q04697
Q05900	P38742
Q07084	Q12487
P25038	Q99181
P24869	Q99247
P10662	P19145
P39980	P32333
P47117	P21339
Q06836	P38869
P07149	P40186
P32445	Q05024
P32504	Q02606
Q12461	P26754
P20449	Q12321
Q06506	P21524
P38782	Q01852
Q08236	P53239
P47086	Q02608
P47124	P40364
P32790	Q03818
P53323	P05030
P32349	Q04894
Q02725	Q12165
P35184	P47077
P48582	P27637
P38824	P06101
P39521	Q06479
P36519	P21954
Q12487	P41834
P40054	P32899
P53178	P00401
P43591	P25808
Q12004	P57744
P36090	P46676
P32351	P41546
P42843	P36533
Q12417	P10662
P05756	P38011
P08067	P19956
P53297	P53538
P24384	P40563
P38339	Q02204
P29703	P30657
Q02354	P40858
P80967	P32529
P34223	P47015
P23059	Q00381
Q03503	Q12168
Q12366	Q04461
P38089	P01097
Q08550	P39104
P38987	P38791
P15303	Q03735
P33759	P33418
Q05933	Q06689
P15019	P33416
P27616	Q08176
P38356	P31688
Q12329	P00830
P47064	Q06834
Q12004	Q04307
P40010	Q05040
Q06469	P20436
P36018	P40993
P53897	P22543
P21524	O13329
Q02983	Q03103
O13525	Q02931
P53855	P47124
P46669	P21306
P38877	Q06677
P39923	Q08956
Q06706	P53973
P04037	P31385
P07806	P53076
Q04867	P34166
P32601	P34162
P38757	P14736
P17076	P22149
P53224	P41697
P25357	Q12118
P32597	P39967
P38276	P52490
P32480	P12684
P25343	Q03012
Q08550	Q05541
Q01454	P53295
P47150	P20485
P11709	P53290
P53905	P24276
Q02793	P53297
Q02455	P53094
P39702	P38962
P13382	P34160
P32561	P46682
P09938	P36095
P38748	P39001
Q06218	P14742
Q05789	Q08229
Q04922	P46962
Q05040	P21192
P32829	P47029
P40064	P19262
Q05942	P15703
P40302	P50623
P06779	P23561
Q12165	P34253
P30665	P53965
P43596	P38959
P32356	P53189
P02829	P39998
P54787	Q12425
Q03723	P38426
P0CX24	P38821
Q12333	P49018
P51998	P07250
Q04049	P19516
P36159	P25515
P35207	P32461
P04802	P34222
P14164	Q06648
Q12251	P38879
Q00381	P25374
Q12308	Q12379
Q3E846	Q06169
Q03308	P10964
P38995	P43612
Q08649	P53091
P39946	P33767
P12688	Q08923
P14922	P38241
P33302	P42945
P33418	P32839
P38959	D6VTK4
P34167	P40537
P46995	P41810
P11746	Q01477
P25559	Q05779
Q03280	P53129
P50086	P41813
P04840	Q08492
P23641	Q02455
Q12280	P40348
P53010	Q02796
Q12072	Q08144
O94742	P02294
Q03784	Q05778
P38426	P53378
P28239	P52919
P17967	Q07913
P28320	P18634
P05743	P08518
P38827	Q12188
P30822	P47187
Q08723	P33202
P43586	P53617
P38232	Q06819
P22696	Q04599
Q04500	Q07921
P47113	Q06338
P53189	P38238
P33308	Q04867
P32364	Q12052
P10663	P32505
Q05468	Q01926
P46669	P53224
P31111	P38797
P33775	P46965
P42073	P30771
P26754	O13539
Q12124	P16862
P53080	P12612
P14242	P53844
P38238	Q02805
P14064	Q12469
P33892	P29467
Q12466	P53188
P19882	P43558
Q12181	P23585
P53909	Q12481
P07259	P39678
P39077	P40858
Q12060	P41735
P40568	Q04311
P89105	P46965
P05743	P43572
P46655	P38737
Q02732	P39938
Q06479	P0CX42
P32569	P57743
P10962	P40453
P49687	Q04969
P38817	Q02199
P38208	P40496
P07273	P49704
Q06340	P39009
P40090	P48525
Q12460	Q12164
Q99176	P38931
Q08162	P34216
P04840	P15367
P25586	P42844
Q04199	P15703
Q00776	P47049
Q06103	Q03772
P40464	Q01477
P42836	P16862
P53911	P06242
Q05791	P38853
Q08032	P33331
P04386	P57743
P25390	Q00873
Q03435	P38911
P40562	Q3E7C1
P89102	Q03018
Q03799	P47005
P13365	P32345
P20434	P35178
Q08226	Q06211
Q3E840	P39073
P46959	Q02732
P40990	P47170
P53731	P05453
P25357	P40070
P34730	P47120
Q04233	P07390
Q08962	P41819
P38714	P34244
P21524	P32585
P19524	P53159
Q07794	Q12118
Q05636	P31539
P06106	P04803
P35718	P19956
Q08446	Q08231
P40484	Q06389
Q12027	Q12518
P05030	P33416
Q99220	P38920
P53201	P53939
Q12285	Q04549
P21560	P32458
P53191	P39936
Q03246	P40541
P12866	Q03201
P34244	P35209
P32589	P50087
Q05785	Q3E7C1
P40335	P14922
Q3E7B6	P38771
Q04225	P53853
Q12403	P01149
Q2V2P8	Q03956
P40087	Q07845
P47050	P33331
P14242	P53914
P38797	P13185
P32259	P43594
Q12265	P41910
P32492	P38770
P24867	Q08601
P07560	Q12434
Q03868	P22035
P39521	Q06163
P25586	Q02866
P47108	P46989
P54074	P53721
Q03660	P21304
P39112	P17119
P40073	P38987
P51534	Q12134
P32862	P05756
P42945	Q02773
Q12329	P41819
P38797	P33895
P04840	Q05024
Q01329	P32492
Q04401	Q01080
Q04210	P25569
P00890	P39078
Q03016	P32480
P53942	P25566
Q03656	P38797
P32347	P16861
P32364	Q07541
P38766	Q04781
Q99260	P40485
P38429	P39108
P38720	P49018
P36041	Q08963
P31385	P35727
P57744	Q99190
Q06440	P22579
P38960	P32807
Q12159	Q06682
P18759	P26321
P25604	P40021
Q12211	P32787
P53008	P38242
P27882	Q05029
P31384	Q06032
Q03654	Q08004
Q06678	P38313
P48360	Q02608
P32769	P40965
Q07084	Q08689
P12385	P40994
P30657	Q12106
P09932	P32501
P33331	Q12224
P40157	Q05636
Q99207	Q06011
P06104	Q05021
P38283	P36057
P25043	P22216
P25382	P39944
P35210	P40055
P47061	P28004
P00899	P40150
P0CG63	Q02206
P38757	P38241
P40021	P50942
P20967	P52490
P42843	P40452
P53738	P32379
Q08742	P53271
P37262	P38956
P46673	P20604
P40098	Q07622
P50623	Q06525
P32357	Q08199
P50101	P25558
P47027	P32529
P38833	P38902
P39079	P43545
P08456	P21192
P19956	P38996
P32333	Q3E835
Q12348	P38766
P32580	P38874
P25491	Q06406
P40358	P52870
P40851	P20095
P22149	Q12315
P35729	P17123
Q12457	P40348
P43587	Q02206
P10823	P28519
P39958	P38111
P52868	P54885
Q04311	P43639
P43612	P26798
Q12321	Q12361
P36525	P13574
Q04924	Q02792
P32581	O13297
Q99382	P49687
P08468	P53320
P31111	P25385
P32830	Q01454
Q07549	P53867
Q03750	P53941
P33322	P49334
P38065	P39935
P40038	P38352
P34232	P49687
P16649	Q01926
P21190	Q07844
P38222	Q06251
P36517	Q08561
P41318	P40019
P40987	P20435
Q06504	P53599
P38960	P47047
Q06389	P53091
Q03048	P28274
P34223	P39676
P38696	P40548
P38828	P16140
P47015	Q02725
Q08956	P40054
P53983	P53299
P53939	P09624
P19073	P30665
Q03772	Q99344
P31382	Q03433
P40511	P40362
P32862	Q12315
Q00246	P10663
P14741	Q04491
Q08236	Q12341
Q06628	P32912
P11746	Q05809
Q08961	Q06671
Q06132	P40087
Q3E7C1	Q06629
P40072	P38759
P25359	P32502
P53170	P32342
P47041	Q03161
P23900	P37296
P40457	P29496
P53866	P40069
P15891	Q07508
Q06103	Q03503
Q07532	Q12045
Q12216	P35178
P53834	P33754
Q04195	P43639
P20459	P11632
P00410	P32895
P53184	P52891
P40098	Q06236
Q12015	P53256
P20107	P53271
P33202	Q04477
P25299	Q01590
P42951	P17629
P32600	Q08956
P20438	P42837
P22135	P47150
P21242	Q08754
P32863	P06786
P48582	Q04549
Q07350	P06784
P47149	Q05670
P16622	Q00539
P00360	P38817
P40357	P32569
P20053	Q08229
Q07350	Q12154
P36162	Q12241
P38063	P14020
P48527	P48563
P32874	P33421
P11978	Q12366
Q12468	P46655
P38823	Q99257
P36519	P32499
P05986	P36531
P53732	Q12420
P09201	P07866
P32259	Q06604
P40993	P50086
P17119	Q08162
Q12165	P40106
Q06324	P40458
P38356	P38218
Q08236	Q99186
Q06412	P32829
P49955	Q12493
P24814	P38624
P06780	P10363
P41903	Q06108
P40362	P41818
Q12263	P32769
P39517	P38615
P14906	P41808
P46671	P22336
P32337	Q3E840
P38907	P34244
P12753	P12385
P31383	P36517
P40342	P02829
P47976	P21372
P38888	P53844
P52919	P40454
P32830	P41807
Q12280	P53261
Q08109	P40364
P19516	P38922
P25298	Q00723
P21243	P21691
Q03067	P13434
P32618	Q02983
P40449	Q06632
Q12341	Q12522
P38270	P12868
Q01159	Q06675
P53195	P05317
P53276	P40858
Q12488	P11938
Q03630	P10663
P38199	Q08438
Q07896	P17883
P13365	P40066
P25344	P0CX28
P14306	P24871
P02829	Q08144
P53550	P54784
P34077	P0CX44
Q03735	Q12754
P29496	P09201
P40965	P38881
Q12338	P40477
Q3E830	Q12517
P19262	P38247
P52917	P32471
P53044	P11433
P45818	P33334
Q99260	P33296
P40477	Q06324
P21524	P08425
P48361	P53924
P53959	P38272
P32588	P53067
P32569	P53863
P41807	P07281
Q02208	P09032
P0C5N3	P50946
P36019	P20606
P38249	P39520
P40548	P53855
P33418	P38707
Q03429	Q07978
P32381	P06777
P07342	P53326
P40958	P53125
P26637	P28239
P38737	P47123
Q12041	P24276
Q05789	P20438
P41896	P23833
Q2V2P8	P21264
P38806	P33421
P38866	P09798
Q12136	P53124
Q02793	P32491
Q9URQ5	Q12009
Q12373	Q12502
P36124	Q02805
P50945	P0C0W9
P43122	Q04226
P35200	P11745
Q04031	P38222
Q02516	P0CX24
P20486	P31376
P38170	P47165
P33307	P47118
Q99299	P00924
P32354	P50087
Q03103	P0CX52
P26321	Q02354
Q06510	P32905
P20457	Q12118
P06838	Q12483
P38819	P38165
P53550	P20606
P39078	P22211
P13433	P47024
P20049	P40485
P23968	P32945
P48582	P26793
P38873	P09457
P53927	P20676
Q03390	Q04359
Q12276	P32776
P40547	P53858
Q01476	P53131
Q12199	P39936
Q12250	P22007
P53743	Q05778
Q04659	P53599
P39520	P34225
Q12449	P40185
P49955	P50945
P53141	P53179
Q12754	Q04377
P41318	P38182
P36162	P39014
P00546	P23301
P38630	Q02884
P40318	Q03818
Q6Q547	P25648
P38768	Q08818
P36118	P38065
P36147	P00330
P00560	P40069
P15367	P14126
P29539	Q12038
P24276	P38833
Q3E705	P38805
P05737	Q03201
P23638	P43554
P38816	P40164
P32351	P32333
P36775	Q07953
Q03776	Q07540
P18759	P53158
Q03144	P19736
P06243	P08525
P48361	P15303
P22216	P19145
P33308	O14464
P38766	P53290
P47171	P33748
P38827	P47051
P54113	P53958
P19263	Q00916
P18634	Q02884
O60200	P38881
Q12028	P31412
P38789	P41546
P13434	P53224
Q12066	Q12380
P35180	Q05931
P18634	Q05166
