P48563	P25348
Q07657	P17255
P53313	P32491
P32613	P32591
P09624	Q12386
Q02555	P40987
P22204	P33331
P15891	Q02969
P38181	Q03010
P53277	P22438
P40080	P47167
P28007	Q03435
P12904	P32803
Q06137	Q08214
P06778	P46946
P39073	P40208
Q03782	P46985
P38705	Q08726
P47124	P05756
Q02199	P32496
P53829	P33411
P32559	Q12518
P38687	P24280
P48510	P38797
P53507	P38630
P31244	P53038
Q12255	Q04233
D6VTK4	P03879
P40073	P43568
P36053	P32902
Q00362	P0CX30
P34077	Q04749
P53165	P47976
P22470	P38251
Q00684	P38356
Q6Q546	P53927
Q6Q547	Q12276
P40078	P38352
P32914	P28003
P47140	P43593
P35728	P09733
P40395	P20438
P35193	P39014
P00572	P39531
Q12168	Q12285
P32774	P35178
Q06108	P38859
P33308	P53900
Q08496	Q12298
P27796	P22007
Q04511	P35210
Q12143	Q04007
P33203	Q12411
P40202	P08067
P38348	P25626
P36131	P33308
P25693	P53901
P16474	P23301
P19516	Q03010
P38261	P32854
P47149	P07347
P53930	P48836
P53250	P47075
P29465	P23369
P38193	P40090
P14907	P06104
P53039	P20434
P53946	P17106
Q06410	Q06078
Q03161	P15019
P40975	Q06164
Q03718	P38326
Q02796	P45978
P07264	P23337
Q06405	Q06107
Q03818	P23724
P53189	P40511
Q12754	Q03375
P28496	P38962
P39940	Q06263
Q06469	P33754
O13539	Q12292
P53108	P41821
Q02642	P32492
P48837	Q07887
Q04377	P38791
Q12046	P32597
Q08176	P25559
P53079	P53250
P46970	Q03691
P38931	P41818
P20459	P40581
P0CS90	P53881
P53935	Q07915
P40994	P47170
Q03096	P0CX24
Q05080	P09547
P36094	Q08754
P31384	Q12451
Q12018	P22517
P38065	P38696
P40316	P38797
P53157	P48510
Q99234	P53276
P29467	P09064
P47118	P38985
P41901	P36005
P53743	P40314
Q04868	P38238
P0CY09	P09232
Q06630	Q02795
P34241	P38928
P40987	Q02772
P36112	Q06340
P10662	P52920
Q99176	Q03921
P40562	Q12072
P07257	P53253
Q3E7A4	P28707
Q01448	P20433
Q08561	Q02197
Q12142	Q04053
P32829	P12612
P53136	P37370
P32389	P46964
Q02455	P32524
P32842	P33418
Q06338	P53176
P10507	P24814
Q12483	P53254
P23900	P34756
Q3E830	P32559
P33301	P32909
P50105	Q08726
P39715	P39013
Q01560	P32905
P53871	Q00539
P32913	Q07623
Q05933	Q12411
Q04921	P38738
P53043	Q12084
P38065	P38746
Q06385	P38682
Q03063	P17442
P15179	P43621
P40456	P53327
Q3E830	Q07794
P21951	P48563
P53179	P36123
P21651	Q04228
Q12361	P39944
Q00772	Q03246
P43561	Q08581
P35727	Q03213
P43572	Q06162
P38692	Q12060
P39016	P36015
P39744	P53112
P31412	P38283
P40955	P36070
P53937	Q12009
P41896	P32796
P14306	Q06245
Q08465	P40422
P36000	Q12483
P27344	P39520
Q04749	P07252
Q92317	P38633
P38316	P30771
P39935	P36144
P38934	P40457
P50077	P42949
P14905	P53946
Q12395	P36064
Q12368	P53983
P49960	P32288
Q06629	Q07084
Q08484	P53309
P38170	Q05543
Q05933	P33753
P35732	P07284
P39103	Q02805
P53323	P53129
P87262	Q08273
Q05787	P00830
Q12142	Q12369
P32862	Q99260
P06780	P33338
P38302	P36102
Q99394	Q08273
P38821	P53855
P36096	Q12434
P48560	P35191
Q07980	P38326
P47074	P32453
P32458	Q08119
P40422	P46989
Q07350	P33420
P07260	P39007
P19262	P32489
P38352	P32565
Q04636	P38042
P34244	P50085
P50946	P53917
Q12107	P41800
P26637	Q07930
P89102	Q12009
P40960	Q00772
P38313	Q12287
P40480	P46984
Q03162	Q06148
Q02455	P25270
P32769	P39538
P43545	Q04225
P40028	Q05580
P25359	Q05580
P39727	P41800
P43561	Q12315
P38555	P05743
P53220	P40094
Q05930	Q00416
Q05636	Q99380
P53188	P25270
P32468	P40030
Q03161	P05748
P54860	P32599
P38182	P00931
P32855	Q06689
P32570	P28834
P40576	P38222
P14905	P25451
P53323	Q07454
P15624	P22353
P06197	P38860
P53236	P27705
Q92328	P05744
P07283	Q03496
P35193	Q08491
P47134	Q12466
Q99247	Q04177
Q07930	Q12060
P08018	Q07878
P40512	P35997
P23561	P39520
P69850	P32803
P14742	P41800
Q07084	P40164
Q3E7B6	P47006
P32895	P17121
P53949	Q12080
P09733	P07834
P40348	P39923
P39960	P00431
P31384	P41834
P40477	P00899
P40956	Q04779
P38737	P39526
P38770	Q04477
Q04969	P40061
P14908	P40577
P43591	P50276
P31376	P38714
P38344	P41808
P40498	P38260
P47165	P17442
P38042	P33309
P38129	P05744
P25043	Q12059
P24719	Q02205
P08018	P52920
P40469	P50947
Q12099	Q12143
P32618	P29295
P35728	P40064
P20459	Q3E7Z5
P53146	P12688
P41813	P53733
P36531	P19516
Q08285	Q99234
P18412	P23255
P48561	P50113
P33420	P28007
Q05029	O13516
P49334	Q05022
P38263	Q99314
P53137	P24871
P32786	P14741
P34072	P37291
P39083	Q05580
Q04048	Q3E7A4
Q12033	P38291
Q12117	P53309
P23968	Q03774
P17119	P52490
Q05775	Q06810
P38869	P38786
P23179	P32565
P04801	P47074
P17255	P38130
P43572	Q02206
P20484	Q04461
P41811	P40571
Q08723	P10962
Q03660	P35197
P16861	Q06668
Q08457	Q12084
P29029	P38182
P39993	P31111
P35208	P27636
P25344	P13856
P34244	Q02950
P38886	P53044
Q08208	P07281
Q12041	P25367
Q02197	P36523
P43561	P36117
P40038	P36116
P0C0W9	P00427
Q12027	P40303
P38737	P14164
P32336	P23255
P36095	Q12349
P40956	P38123
P40054	Q01852
P53235	P32660
Q06108	Q12059
P22804	P46973
Q06631	Q05930
P35127	Q12495
P38866	P00958
Q06580	Q08949
P36108	P35184
P40956	P33448
P25573	P40316
Q99258	P40361
P35184	P53937
P39001	P39073
Q00873	Q12234
Q12347	P53552
P32944	Q04264
P40007	Q04048
P32795	P53919
P25559	P48561
Q06090	P38325
Q02208	Q6Q546
P32494	P09733
P20435	P38632
Q99247	P40018
P42945	Q06704
P21524	P25301
Q12181	P40318
Q12234	P53251
P32836	P20095
Q02803	P38199
P46988	Q08622
P34909	P53738
P08018	P53083
Q06820	P25559
P39523	P32490
P21651	P53253
P38999	Q03818
P38922	P00830
P40202	P38153
P33302	P52920
Q04311	P40454
P32601	Q07915
P32558	P40084
P39015	Q12242
Q00416	P34758
P38688	P38084
P33308	P50276
P50091	P53919
P53076	Q12495
P50874	Q02776
P38337	P11746
P38872	P40302
P14742	P22139
P24276	Q12387
P32481	P38912
P38907	Q08446
Q12486	Q01389
Q06090	P24004
P38888	P32379
P33399	Q6Q560
Q12692	P32525
P35189	Q12345
P22138	P40186
P19263	P38736
P53855	P33315
P40851	Q12024
Q02890	P07278
P10962	P12695
P38170	P49955
P53937	P40458
P32333	P22135
Q05775	P13099
Q07879	Q06333
P40555	P14742
Q12341	Q06668
P38351	P38175
P39107	Q06410
Q12389	Q05785
P32380	P39958
P27929	P34218
P36046	P04840
Q04053	P53169
P43573	Q06704
Q3E705	P38771
P32496	P35201
P41833	P38334
P40210	P39936
P08153	P00445
P54785	P32589
Q00362	P53246
P25389	O13563
Q06511	Q12146
Q12216	Q04172
P38859	P38293
Q01649	P38915
Q12122	P43535
P38242	P32349
P38147	P49960
Q04922	Q03782
P34218	Q08119
P48582	Q05568
P43132	P09032
P40573	P40509
P38877	P25694
P08539	P49687
P46970	Q08754
P53196	P53731
P33448	P06197
Q12050	P05317
P31787	Q03337
Q08562	P38304
P38837	P32501
P20435	P30771
P17157	P35817
P42943	P41834
Q04922	P40007
P53725	Q01919
P40554	P39515
Q12314	P05626
P39730	Q08004
P33203	P26754
P14741	P87262
P47027	P33323
P38316	P47077
O13525	P47069
P32910	P41911
P38123	P21243
P12688	P34247
O14468	Q03010
Q12311	Q08906
P53179	P50111
Q12380	P28707
Q02630	Q03195
P53632	Q02792
P38888	P31688
Q06604	P40511
P32839	Q08245
P31539	P53721
Q00772	P36520
P53924	Q12018
P16861	P53146
P38853	P32830
P41833	P53187
Q03714	P47110
P29056	P53039
P32606	P54730
Q12250	P49957
P36015	Q3E7Z5
P41543	Q02939
Q12402	P36022
P20795	P43638
P18239	P47108
P43682	Q08229
P33339	Q07468
P25656	P33331
Q06164	P21951
P48559	P26784
Q05949	P32849
P32345	Q08245
P54113	P32074
P22696	P0CX50
P04821	P40462
P38879	P21264
P40080	P53244
Q12156	P46674
Q08230	P38297
P07286	Q04370
Q07528	Q04048
P07283	P25649
P40413	P40155
P32899	Q12030
P38786	P53953
P38886	P06103
P38247	P40485
Q02630	P40010
Q02875	Q01454
Q07914	O13297
Q08465	Q99216
P38300	P23059
P38819	P25579
P50946	P38260
P33313	Q08601
P16862	Q92331
P14020	P39937
Q12527	P41544
Q12318	Q05027
P28000	Q05787
P14682	P32602
P40462	P32588
Q03466	P32599
P53148	Q12024
Q06389	Q03957
P37291	Q12045
P40202	P32380
Q12074	Q02336
P08524	P47045
P24384	Q02969
P25558	P50087
P38797	P38823
Q02784	Q02725
P47076	Q12434
Q02939	P53198
P49687	P53974
Q03067	P32259
P57744	P40084
P04911	P38349
P40578	D6VTK4
P53968	P36526
P35734	Q03246
P39521	P32491
P38771	Q12149
P47017	P38204
P38041	P39985
P25043	P05739
P38352	Q05785
P25038	P53193
P32559	Q3E846
P19516	P53281
P10962	P15019
P28000	P54786
P38927	Q03144
P18409	Q03772
P28496	Q02796
P38691	P08964
Q12192	P40016
Q08920	Q03337
Q12060	Q05021
Q05080	P39722
Q05029	P40484
P05744	P25300
P38920	Q12530
Q04401	P25368
P33418	P07347
Q02199	Q04924
P38324	Q08229
Q99325	P36053
P40056	P43639
Q05568	P39984
P10962	Q12333
P40364	P40186
Q04598	P53877
Q12373	P43583
Q12040	P29467
Q06673	Q12488
P14020	P53968
P53295	P53145
Q12018	P40161
P07255	Q00618
P31376	P40072
P32915	P53093
P36084	P40452
P53187	Q03718
P25298	P06105
P53840	P32830
Q03337	P40413
P17214	Q12457
Q12241	P54730
P53736	P40507
Q08109	P53858
P39904	P33339
P38232	P38826
P32917	P53722
P53165	P23643
P19158	P36012
P35193	P23337
P27344	P01097
Q07395	Q92325
P43572	P38304
Q04921	P50110
P33297	P49704
Q12229	P19073
P53851	Q08981
P36012	P0CX30
P32774	P38931
P36046	Q12018
Q06704	Q04272
P05030	P36116
P32494	P38305
Q06205	P32597
P32832	P25558
P38866	Q04048
P36121	Q12380
Q02554	P33448
P38691	P53135
P46963	Q12406
Q12421	P36046
P07253	P40515
P34110	P53040
P31377	P40010
P38349	P35200
P40075	P32381
Q01477	P47068
P04911	Q01080
P53390	P42939
P13393	Q07657
Q03921	P33421
Q07879	P54838
P17255	P80667
Q06251	P53741
P40568	P53128
P36019	P36080
P38203	P38811
P50090	Q03660
P39742	P05317
P15436	P30656
P22214	Q12287
P24870	Q3E830
P25627	P39073
Q03630	Q03322
P53039	Q03337
P35193	P52920
Q00816	P53062
P36018	Q03067
P36053	P39073
P40316	P53135
P39517	P25046
P22804	Q12072
P36119	P53378
P40559	P29029
P43132	P48836
P39705	P14680
P50091	Q03016
P06103	P07250
P30822	P41811
P53297	P22139
P39946	P49687
P02294	P32334
Q12050	P48569
P33323	P47006
P38144	P53104
P43579	P22137
P47149	P05743
P32895	P46965
Q12276	P38891
P27882	P38959
P00330	P32794
P10174	P41813
P48361	P53286
Q04080	P34232
P05750	P53094
P32849	P25573
Q06704	P25385
P53981	P29468
P53921	Q03920
P05318	P40960
Q12220	P38291
Q12049	P39968
P53942	P12612
Q12176	Q03373
P43573	P0CY11
P15179	P40482
P25604	P25554
P25039	P17883
Q08726	P47029
Q12483	P10962
P38705	P40990
P39077	P10507
P21372	P40581
Q12333	P38300
P38264	P53168
Q07468	P26309
P33755	Q08581
P36104	P17214
P32473	P32464
P05737	P38766
P20606	Q08491
Q12445	P40005
P04802	Q12251
Q04660	Q02647
P32861	P40573
Q05166	Q04924
P38912	P32641
P40073	P52918
P00410	P54861
Q06834	P05744
Q04322	P38783
P40055	P32917
Q03981	P53286
Q12045	P10174
Q03290	Q05785
P00899	P07252
P36526	P13382
P39923	P0CG63
P09064	Q04225
P69850	P20436
P40208	P53437
P52593	Q04712
P40038	Q07653
Q04632	Q06679
P53178	P27882
Q3E7Y3	Q04359
P13186	P46989
Q12124	P36009
P40362	Q04599
Q04373	P33307
Q96VH5	P16649
P09959	Q06616
P23255	P14736
P07143	P28707
Q04373	P38742
Q03144	Q12349
P32807	P89114
P36528	P53129
Q12318	P32604
Q03020	P34164
P48510	P32344
P09733	Q06580
P39108	P19524
P38911	P36132
Q04712	P53188
P40496	Q03835
P38431	Q12196
P40547	P34166
Q12164	P43555
P13856	P50108
Q12004	Q12000
Q08446	Q05809
P21372	Q02803
Q12129	Q07896
P36159	P53851
P43594	P40492
P29468	P38251
Q08387	Q03370
Q12468	P36526
P47108	Q08962
P38874	P38274
Q08004	Q04493
P00445	Q02100
P49334	Q12242
P42900	P42846
P32529	P48581
Q03323	P14242
Q12363	P32657
P36162	P53246
P36046	P87262
P32588	Q12333
P53011	Q08921
P38334	P40356
P41895	Q12377
P38911	P42935
P50946	Q04199
Q05080	P27351
P53244	Q06675
P47821	P04802
Q03213	Q06407
Q02775	P40070
P35179	P38869
Q01560	P52868
P53924	P38272
P41911	P36047
Q03973	P38153
P53937	P40065
P33754	P51862
P32912	P39538
P38328	P12945
Q02208	P12753
P38132	Q08963
P46673	Q12038
P33399	P53930
P53834	Q01448
P35189	P0CX30
Q03162	P53193
Q06218	P14724
P27692	P09547
P32657	P38772
P00175	P25655
P39014	P12954
P53068	P38932
Q04949	P38884
P33754	P40070
Q04062	P53969
P19735	P34216
Q12347	P21825
Q12749	P46957
P51862	Q12028
P23615	P39955
P32364	P36160
P38251	Q3E835
P05740	P32463
P41901	P40968
O13297	P40975
P53969	P07269
P29056	P53062
P53600	O14467
Q07395	P27809
P28519	Q04847
P40155	P53192
Q03088	Q12463
P09232	P24280
Q00539	P32357
P25343	P04786
P03069	P28005
P33760	P15367
Q06211	P36104
P54787	P36521
P39729	P40073
P52891	P36516
P00729	Q12255
P53894	P47123
P33891	Q06218
P04819	P38632
P53886	Q02792
Q06616	Q07794
P32500	Q12241
P53176	P06106
Q12518	P40064
Q04279	P43573
Q07732	Q06677
P32844	P30822
P10662	Q12488
Q03957	P38791
Q03784	P27929
P36132	Q12107
P40581	P12753
P15873	P35210
P53128	P32910
P53978	Q03656
Q12175	Q12055
P47024	P40069
Q02892	P05747
P40968	P38111
P40341	Q07963
P40070	P38238
P52891	P53858
Q01389	P38346
P33304	Q92331
P38820	P39730
P17505	Q05931
P38920	P39984
Q12321	P50874
Q12348	Q12125
P06182	P50111
P53883	Q03784
P38637	Q12329
P39743	P40106
P40318	P36115
P21268	P56628
P33307	Q12402
Q03579	P32912
P38285	P40356
P32606	P53845
P06242	P14741
Q04002	P25296
Q06640	P40577
P25567	P31380
P53176	Q03497
Q12387	P01120
P69850	P40517
Q04067	Q12510
P50086	Q12276
P38336	P48589
P31384	P38809
P53840	P38291
Q12373	P38217
Q04697	P50089
Q04213	Q02796
Q06224	Q12311
P53176	Q04307
P12687	Q04172
Q05080	Q06389
Q03533	P25694
P32589	P38089
P34241	Q08966
Q06512	P41821
P46679	Q06412
P17558	P32558
P32565	Q04311
P53068	P40343
P38264	P38837
P32366	P39967
P32628	P50094
P53886	Q08957
P52910	Q04477
P43638	P42939
P38783	P28795
P38853	P48569
P53037	P53971
P17157	P53168
P38217	P54115
P26637	P39720
P38928	Q12192
Q12019	P05739
P17883	P53040
P20447	Q05942
P39935	Q03940
P41810	P38873
P53193	Q07622
P11914	Q03067
P10823	P0CX44
P53718	Q07622
Q12469	P20050
P33420	P38255
P38928	Q03944
P32504	P47135
Q07807	Q03020
P34166	P06242
P39904	Q08873
P53881	P39515
P26637	Q04226
P33419	Q08273
P15790	Q12092
P21243	Q07362
P38121	P36112
Q03532	P36068
Q02794	P53187
Q3E6R5	P32458
P05737	P32580
Q12080	P29295
Q06032	Q12447
P32583	P25043
P36084	P43605
P40485	P43563
P47019	Q06208
P36094	P25579
P21243	P47069
Q07896	P23255
P12954	Q06672
P27801	P36528
P36147	Q03496
P00817	P46669
P28274	P40958
P54860	P32461
Q03323	P33442
Q05080	Q02204
P38084	P53974
Q06106	Q04062
Q02196	P04786
Q05946	P38316
P33334	P07255
Q04002	P14291
P53039	P53008
P0C5N3	Q07657
P40530	P40518
P53866	Q12411
P53894	P07251
P43591	P14127
Q12016	P07251
P53877	P25656
P47165	Q03687
P15705	Q06819
P0CX52	Q04461
P53196	P38805
P33202	P41807
P38884	P53317
P40960	P32944
O74700	Q05946
P32379	P29055
P47011	P48564
Q03579	P47821
Q12024	Q06205
O75012	P38634
P53184	P37296
P38242	Q07622
P41806	Q12156
P23202	Q12451
Q03772	Q04477
Q06405	P43588
P31380	P32807
P39515	P38757
P53152	P09547
P39729	Q12471
P32915	Q02772
Q12341	P38042
P07261	P07283
P25386	P40460
P28743	P24870
Q08977	Q03898
P40452	P10964
Q07921	P54784
P19263	Q03407
P23833	P53901
P39682	Q03153
P53086	P32349
Q12447	Q04213
Q02647	P20433
Q12292	P47124
Q06078	P53289
P07278	P39742
P38805	Q12373
P07255	P40325
P36421	P33339
P14907	P53875
P47112	P39715
P25348	P14907
P36115	P32566
P02992	P53010
P18239	P40548
Q02796	P38931
P40302	P40457
P01097	P43614
P06182	P16370
P38274	P37291
P19414	P36084
P40003	P40507
P38300	P33322
P32504	P39012
P32601	P38927
P38285	P12866
P53549	Q00916
P38276	Q06672
Q04226	Q06697
P40339	Q12146
Q06389	Q12092
P22470	Q02776
P38856	P24783
P40991	P36116
P16474	Q12015
Q12004	P25368
P53295	P0CY09
P16522	Q00684
P0CX28	P12904
Q03824	P38816
P32899	P53965
P41805	P33891
P40078	P38810
Q12224	P25045
P07866	P40513
Q02606	P20433
P38863	Q00246
P20437	P40094
P28743	Q07794
P41735	P38162
P10823	Q03956
P11914	P16861
P53914	P25368
Q00711	P05626
Q03940	Q12471
P26786	P32354
Q02555	Q12030
Q06011	P23293
Q12365	P13434
P35187	P25515
P33895	Q06389
P22214	P47086
P08153	P50089
P53974	P36160
P46995	P23293
P12866	Q04500
P15274	P38930
Q02457	P40509
Q03330	Q06217
Q04461	Q06405
P32364	P33775
Q02773	Q06159
P53901	Q02983
P33421	Q04549
P38313	P39008
P38165	Q01448
P38147	Q06493
P38821	P35182
O14464	P34218
P40161	P38229
P30665	P42836
P22082	P07256
Q08773	P38782
P54837	P38850
Q12522	Q03707
P13712	P07278
Q04894	P33892
P14682	P10664
P32774	P22224
Q12194	Q04969
Q9URQ5	P38129
P48566	Q12338
P43596	P32486
Q06336	Q12306
P11747	P53877
P29029	P40990
P36108	P53311
Q04477	P32773
P38700	P47149
P04821	P53115
P14693	P47130
P16523	P39928
P25367	P40098
P06786	P53968
P33202	P54784
P23900	P38794
Q02889	P48564
P38272	P40413
P34761	Q07457
P15019	P40517
P0CX46	Q07844
Q03782	P40469
Q03330	P0C2H7
P52891	P39952
Q02772	Q12246
P25573	Q02795
P47027	P32529
P38346	Q03944
Q12168	P36531
P38872	P41695
P36527	Q06333
P40106	Q04712
P39722	P33323
P53981	Q04969
P00817	P38089
P38788	P47011
P40318	Q02732
P41814	P08964
P38276	Q03735
P53921	P00546
Q04599	P39685
O13329	P40335
P06169	P12753
O14464	P53722
Q12118	P40993
P00445	P09232
Q08214	P36130
P38273	P40045
P21827	Q05791
Q02204	P47136
Q12433	Q08977
Q00246	Q12175
P47167	P21957
P25454	P32468
P0C0W9	Q07821
P06786	P25301
P17065	Q06011
Q04431	P46951
Q12246	P38960
P38818	P39940
P53129	P38337
Q07528	P07806
Q12242	P06106
P57744	P25642
Q12318	P36046
Q00362	P20459
P50945	Q02794
P53830	P47167
P15180	P53843
P53313	P38637
Q07528	P07278
P28274	P46963
P34247	P32773
Q06178	P39538
P33759	P53734
P35728	Q00816
Q05791	P38696
P26448	Q12369
Q03016	P36041
Q01476	P40484
P38325	Q03390
P42949	Q04603
P53633	P40469
P16861	P14306
P21771	P53736
P31111	P19358
P12962	Q12092
P47187	Q12311
P25808	Q12000
P16370	P36005
Q02805	P46957
P40567	P04650
P38968	P38315
Q08683	Q03503
Q12245	P15367
Q06005	Q99186
P40150	P40487
P24004	P38736
P40548	P37370
P26755	Q12250
P48527	P47171
Q06251	P36022
P53011	P32774
P35127	P32505
Q06344	Q99189
Q03330	P39940
P38786	P39960
P20052	P52920
P21691	P28003
Q03705	P00950
P25343	P11710
P33338	P21372
P07286	P47134
P41812	P36102
P38768	P20448
P40518	P39904
P53091	P42843
P53941	P01149
P53178	P34758
Q06512	Q04431
P36068	Q05787
P20967	P08964
Q03799	Q12510
P38203	P53843
Q12049	Q12486
P30657	P53633
Q05930	P0CX28
P47117	P47158
P15424	P35056
Q02159	P29295
P17076	Q03835
P32521	O74700
P40078	Q02516
Q06678	P22146
P32504	P38305
Q06090	Q99260
P41812	Q12168
P06701	P33754
Q3E7C1	Q12434
P38886	P07806
P40494	P49017
P00958	P40856
P38297	Q12508
P53617	P20095
P47081	P28778
P38590	Q06205
P48837	Q12084
Q12365	P31373
P53854	P41940
Q08831	Q04048
P31244	Q03280
Q12365	Q08119
P04911	P53129
P39014	P43554
P33448	P53176
P53958	P50276
Q04632	Q12455
P37296	Q05779
Q12165	P34224
P32361	P16862
P10862	P53874
P33202	Q03897
Q06333	P12754
P11927	Q03954
Q06629	Q03195
P38254	Q03656
P39727	Q07878
P34166	P32485
P40325	P32524
Q04062	P27466
P48565	P06101
Q12734	Q03533
Q04947	P38249
P38313	P32461
P20084	P20050
Q07844	P14680
P47037	P27999
P46985	P32898
Q3E830	Q04660
P40069	P39969
P33417	P13517
P35845	Q12159
P47112	P14540
P05748	P13259
Q03503	P32829
Q12123	P36775
Q12223	P00729
P25648	P27616
P32610	P41806
P14747	P40578
P17214	P32606
P14742	P38300
Q06810	P25656
P39073	P53320
P17255	P18239
P00572	Q04673
P06777	P53295
Q99181	P42951
P32378	P40080
P46964	P38708
P0C2H7	Q03782
P40452	Q12457
P21771	Q12082
P33754	P12753
P23644	P25591
P14693	P36017
P28496	P38089
P43591	P38932
Q92325	P53037
P53043	P53855
Q3E6R5	P53390
P37254	Q08492
P25558	Q12425
P42844	P40571
Q06090	Q12066
P53295	P00815
P28000	P38817
P38956	Q02516
Q03579	P47142
P32795	P39969
P38930	P25586
Q12049	P0C0W9
P20449	P33329
P0CY09	Q08245
Q03406	Q03254
P28496	P32608
P32458	Q04867
Q12396	Q06689
P40045	P07213
P00424	P39522
Q03338	P54730
Q07532	P38751
P29467	Q12221
P32464	P41546
P38313	P20438
Q02767	P38637
Q03691	P23615
P32366	Q92325
P00572	P36149
P20437	P15646
P32524	P13434
Q04183	P25336
P36162	P38636
P07560	P25270
P06169	P53849
P35200	Q08754
Q12223	P53893
Q00416	P38120
Q12366	P36519
P39083	P38772
P53261	Q02196
Q99234	P47015
P38872	P53086
P32389	P32354
Q02795	Q06706
P15646	P32378
P53280	P14737
Q12013	Q12517
Q04500	P39015
Q02608	P40511
P23900	P07260
P53946	P00942
Q12451	Q06156
Q02775	P06168
P53114	P22209
P23900	P47041
Q12342	P53253
P40515	P32828
P36516	P22438
P40458	P25270
P38957	P32504
Q07887	P53628
P32495	P53875
P40094	P38013
P33448	P36516
Q08096	P80667
P38746	Q02647
P40991	Q12165
P52491	Q04491
P53266	P23968
Q05919	P19454
Q04359	Q08232
P38999	Q02793
Q00246	P32453
Q02950	Q03455
P05318	P89886
Q04930	P26798
P38692	Q12445
P47068	Q12502
P21243	P35208
P26637	P34078
P14064	P15436
P53336	Q03465
Q12314	P38234
Q04002	P47112
P49089	Q03388
P11632	P41057
P33304	P24280
P39717	P24719
P87275	P02406
P19454	P31244
Q04087	P00931
P38127	P34167
Q03373	P38089
P40541	P04650
P39980	P38886
P09932	P31412
P25655	P41813
P38212	Q03088
P21951	Q12309
P53064	P39077
P49960	P0CG63
P40314	P40537
P27929	P53286
Q07878	P29465
P07213	P24482
P43568	P38333
P34160	Q07442
P38692	P38241
P36525	P47048
Q03532	P32356
P32945	P40961
P40955	P16862
P32457	Q07395
Q06628	P46679
P25655	P46989
Q03407	Q12451
P32597	P47054
P23968	P25302
P38882	Q12486
P20485	P32605
P53722	P32607
P18562	Q12165
Q03435	P06106
Q08492	P32571
P39985	P39735
P20449	P30902
Q08215	P06843
P38208	P40302
Q03096	P53286
P10961	P29340
Q02983	P19956
P32795	P38712
P36168	Q05166
P38860	P32660
P53691	P41910
P16649	P32912
P25344	P17505
P12709	P53276
P36041	P32525
Q12453	P53718
P38990	Q01159
Q08818	P40066
P00942	P06168
P40210	P32387
Q04213	Q06668
P40454	P53633
Q12163	P22219
P53080	P53909
P11938	Q03940
P53267	Q03835
Q04964	P53091
P22579	P48606
P53941	P41805
P40993	P20484
P38110	Q03957
P19263	P39940
P38207	P47170
P13433	Q08818
P19262	P32529
P38210	P14737
Q07800	P54730
P32797	Q12055
P10664	P0CX52
P53735	Q12509
Q06625	P36040
P12689	Q12361
Q12530	Q03406
P39526	P47976
P22696	P13099
P53108	P32913
P07283	Q07963
P53893	Q06163
P19454	P03879
P41810	P12612
P38210	P48589
Q06639	Q12361
P39526	P00729
Q05775	P80428
Q04739	P09733
Q12734	Q06631
P46983	P41810
P47160	P38229
P19812	P22204
P38996	P48606
P27515	P36041
P23337	P38823
P36005	Q04491
P40096	Q03661
Q02647	P08566
P53390	Q12114
P22336	P21560
P18851	P38199
P40479	P38959
P30775	P11076
P33333	P08964
P09201	Q12176
Q07508	P38041
Q03125	P38692
Q12122	P32608
Q3E6R5	P34221
Q99359	P25635
P41546	P39523
Q12080	P07274
P56628	P38797
P06782	P38861
P02400	P25554
P49960	P47077
P53239	P52491
Q01159	P32892
P38819	P53971
Q07457	P87275
P39735	P19414
Q12318	P05318
P40991	P38334
Q12033	Q02795
P32606	P22517
Q06109	P36517
Q00381	P54113
P38590	P38691
Q12157	Q12330
P39744	P0C2H7
Q01163	P46675
P38333	P28778
P31376	Q12434
Q12421	Q03161
P34760	P48361
P53955	P23615
Q00362	Q05166
P11710	Q04272
P20435	P38181
P06101	Q12082
P34247	P05737
P33767	Q12000
Q12466	P50105
P40356	P14284
Q03280	P53843
Q06005	Q08963
P05738	Q12734
P00431	Q04338
P32523	Q07821
P11927	Q12255
Q08032	P28005
P35189	P38636
P13259	P08525
P53061	P53855
Q12368	Q06504
Q07896	P32794
P23639	P34078
Q05785	Q06078
P38877	Q06488
P40480	Q12468
P53937	P41813
P40106	P35996
P38208	P09119
Q12066	P22147
P24783	P15731
Q12262	P40456
P39735	P22082
P33891	P07249
P25043	Q01855
P38624	P53299
Q12154	Q08215
P40494	P48415
P22082	Q02805
P38742	P53974
P28795	P38302
P36132	P43602
Q02794	P38041
P36083	P23301
P39009	P38779
Q08817	P36005
Q04659	P54005
P38307	P33330
P38829	Q12745
P48240	P40990
Q08754	P25368
P20436	P42841
P38255	Q03455
P43565	Q12481
Q08003	P40965
Q03246	P52868
P38590	P46669
P21264	P54786
P35194	P32381
P40164	Q12220
P22139	P53849
P23293	Q04183
P37254	P40970
P40084	P32349
P38236	P40303
Q08729	P19073
P0CX24	Q02608
P48559	Q07657
P40368	P22035
P12753	Q03246
P40316	P38238
P43583	O75012
P39742	P38688
P46151	P14906
Q06251	Q96VH5
P53199	P34230
P38957	P40038
P39104	P38791
Q07478	P04051
Q05471	P32354
P38766	Q07418
Q06132	P32783
P25558	P37293
P34232	P12611
P40494	P38928
P51998	Q08957
Q06836	Q12460
Q12471	P38751
P38264	P33338
Q05050	P38838
P38784	Q12487
P22219	P46671
Q03430	P32489
Q06440	Q03096
P53043	P38218
P32597	P43568
P35718	P40565
