P22438	P32461
Q03973	P53327
P38081	P20457
Q02981	P00942
Q12497	P43615
P08417	P34072
P26637	P53261
P38227	P40084
P07149	P36008
P46995	Q12218
Q02821	P53292
P40042	Q12144
P42222	P16151
P53279	Q12344
Q05809	P32588
Q03330	P38626
Q04773	P25659
P18239	P22943
Q03446	O13516
P32597	Q06168
Q12051	P39993
P47112	Q04003
P35196	P19658
P53088	P38899
P38970	P35817
Q06137	Q12080
P17555	Q08930
Q03558	Q12674
Q06597	P38236
Q3E7Z8	P06704
P26798	P39533
P39004	P07262
P39692	Q08361
Q07904	Q03956
P18496	P21374
Q08422	Q08193
P23585	Q12495
Q08058	P40079
Q12078	P25383
P53144	P53112
P12689	Q05166
Q06592	P38041
Q08924	Q08921
P39523	O75012
P30283	Q96VH4
P32770	P48232
P53081	P32855
P38286	P39013
P0CG63	Q08985
P38123	P41058
Q02803	P17260
P39938	P53946
P09938	Q05948
Q07993	P40025
Q00816	P36520
Q06417	P02400
P32316	P50108
P36084	P40206
Q12365	P25582
Q04806	P08458
P37304	Q08931
P32582	P38201
P32561	P54858
Q12223	P46995
P50086	P32656
P37267	O13329
Q3E7Z3	P42073
P07264	P40516
Q05946	P53632
Q07350	P35202
P33757	P38779
P32644	P38122
P47024	Q12006
P38325	Q03705
P25585	P48567
P43557	P40075
P53083	P40529
P36523	Q92392
Q07376	Q04093
P20433	Q12164
Q03856	P32833
Q00873	P43620
P25566	P23337
P53202	P53130
P33894	Q00362
Q12194	P35728
P03876	P40084
Q99373	Q05015
Q03860	P41835
P07278	P53921
P53910	P35688
P30777	P36008
P38903	P16467
P07266	P47076
Q08361	P39522
P32583	P53909
P0CE85	Q06005
P40022	P38780
P35187	P40086
P32797	P38314
P33399	Q12215
P26188	P21306
P36029	P40543
Q08217	P53311
P43574	P25573
P38111	P47022
Q08237	P36145
P21192	P40573
P38071	P39969
Q05637	P47977
P22136	P32608
Q08985	P40442
P40552	P40580
P53332	P69771
P33754	P06115
Q03373	Q99278
P22035	P42945
O75012	Q08641
Q03177	P38631
P39983	P32910
P36097	P11632
P24276	P47049
P21734	Q06338
P31378	P0CE41
Q08361	P43321
Q12425	P41948
P53204	P23585
P53135	P38882
Q04399	P53203
P39000	P47082
P38142	P61829
Q12038	Q03835
P23248	P40971
P15646	P39547
P41057	P39967
P38200	Q08162
P53899	P38230
Q03735	Q04958
P32347	Q01389
Q6Q547	P24280
Q06208	P14922
P32767	P03874
P40368	Q06686
P39010	P00175
P20435	P53841
Q08096	Q06497
P40188	P47150
Q8TGT3	P27796
Q05854	P25270
Q08743	O13556
P36132	P50088
O13585	P53844
P21304	P32342
P12686	P26448
P41834	P40047
P87287	P54867
P40486	Q04409
P53067	Q12015
P32562	P35724
P38113	P53230
P31244	P38732
P38241	P00635
P38826	Q00772
P47821	Q07468
Q08270	P23180
Q12207	Q07825
P49167	P07267
Q12212	P38137
P53438	P20448
Q04359	P47190
P54999	P32891
P47054	P32603
P46944	P43607
Q02864	Q99393
Q02786	Q06489
Q07844	Q04839
P18408	P53051
Q05874	Q07959
Q03780	P32522
P25354	Q05787
Q06679	Q05635
Q12485	P40309
Q12100	Q6Q595
P00729	P40085
P47008	P25382
Q3E810	P53334
Q06490	P47131
P19807	Q06597
P05373	Q05506
Q3E798	P25349
P53920	P53752
P38355	P41896
P25611	P40477
P47023	P46997
P38636	P0C268
P48559	Q02647
Q08959	P29547
P24031	P48239
P28834	Q92328
Q2V2P0	Q06568
P53904	P53830
P53135	Q04867
Q08974	P18411
Q12697	Q03983
P39732	P38739
P53318	P40106
P53202	P17629
Q05812	P32607
P47122	P34226
P53305	Q12440
P53012	Q12494
Q04304	Q3E840
Q02948	P46999
P43548	P32591
Q02805	P13712
P47108	Q12450
P53264	P36166
P37262	Q04477
P14906	Q06337
Q99177	P18544
P36517	P47049
P53277	Q06688
P23641	Q12494
P40314	P36053
P38803	Q12129
P39944	P03873
P22147	P47156
P53167	P39540
Q06817	Q2V2P0
Q12013	P38299
P23503	Q12520
P00045	P25361
P53124	Q03096
Q12151	Q12272
P38199	Q00916
P53875	Q12690
P53065	Q03640
P34166	P40087
P36110	P53852
Q02908	Q8TGT3
P52286	Q12017
P06777	P32603
P20051	Q03897
P38338	P36523
P35192	P16892
P37898	P32354
P06244	P52891
Q08492	P08964
P25386	P38623
Q08562	P38085
P25364	P18963
Q03920	Q08421
Q05787	P49166
P00549	P32178
P47131	Q99369
P38257	P38339
P25356	Q08561
Q3E784	P38139
P53200	P42942
Q12013	P23293
P04802	P47090
Q03829	Q03290
P38721	P33327
P53437	P43617
Q04264	P40084
Q12405	P36157
P00560	P32582
Q04396	P32459
P53939	P54781
P32460	P40206
Q03305	P47988
P40165	P32450
P39936	P33328
Q12502	Q06163
P50112	P33416
P38439	P32841
P38122	P25623
P39538	P36066
P00447	P43568
P26637	P40514
Q03338	P38883
P53036	P05374
P53746	P50112
P17883	P12688
P38728	Q6WNK7
Q12045	P53343
P13712	P09938
Q12217	P02381
Q03104	P21951
P33754	P36069
P25657	P36100
P53733	Q03557
P40169	P38224
P32452	Q07560
P26793	P38865
P09007	Q04500
Q08971	P39978
P41940	Q12473
Q01590	P23644
P40058	Q3E739
P21268	Q02864
P36052	Q3E7B4
P40505	P23724
P38788	P24309
Q03233	Q06091
P38172	P47037
Q12252	Q8J0M4
Q12386	P36036
P38324	P39520
Q04930	Q3E798
Q02203	P04710
P43571	P42842
Q04408	Q07950
P42836	P19882
P46951	P39979
Q08726	Q03337
Q99257	P49018
Q12144	P43635
P15938	Q12273
P38791	P53976
P40006	P40563
P16151	P47052
P40009	P46961
P38954	Q12502
P17649	P06780
P38355	P53964
P38429	P38182
Q06107	Q12363
P19524	Q12400
P14291	P52867
P24004	P53058
P38693	P33298
Q04119	Q2V2P0
P36135	P32558
P32612	P53136
P32522	P53934
P53115	P38356
Q06702	P26364
P38635	Q12262
P42844	Q03695
P41734	Q3E760
P0CI67	P40568
P34166	Q05791
P40023	Q04398
P22768	P39676
Q05787	P38754
P39678	P38221
P40347	P47181
P06781	P11075
Q06106	Q12233
Q08920	P28496
Q04116	P32792
Q08001	P38260
P28627	P32496
Q3E791	Q6Q5P6
P32454	P48240
P38238	P40450
Q12051	P38324
Q05024	P17536
P36037	P53823
Q05827	P06785
P40550	P39009
P14682	P38799
P04807	P80967
P53916	P33892
P46972	Q08909
Q02771	Q03714
P40207	Q01919
P39110	P53297
P52923	P43634
P39014	P32633
Q03010	Q12161
P53172	Q03016
P04046	Q05790
P53191	P30619
P40446	Q3E742
Q12253	Q03263
P20486	P53054
P53965	P07866
Q07928	Q03792
P16661	Q8TGU5
P21372	P53938
P38693	P38844
P38710	Q12215
Q12391	Q3E786
P38114	P36023
Q12418	P18480
P36062	P39925
P06839	Q12449
P21304	P05453
P25443	Q12038
P34230	P40086
Q12155	P10592
Q12355	P12687
Q99321	P38712
Q03020	Q12471
P39676	P40352
P53109	P53917
Q12090	Q03862
P37267	Q03263
P38073	Q07623
P38928	P20048
P08019	P21372
Q12387	Q03764
P23503	O94742
Q08206	P16664
P53890	P36053
P53237	P53952
Q06139	P40987
Q03433	Q04740
Q08965	P38817
P34234	Q99316
P07263	P89114
Q02555	P47145
P10961	Q08172
P32333	Q03640
Q08964	P38109
P25693	P53906
Q06485	P38181
P36041	P52893
P22438	Q03770
Q06156	P10127
P53394	P40450
Q04601	P40578
P32903	Q3E7Z8
P02406	Q05635
P07172	P37370
Q06178	P34230
Q12488	P22146
P38212	Q8TGT7
P36160	P40055
P38084	Q05946
Q04002	P14540
Q08926	Q06488
P0C2H7	P38632
Q06148	Q12531
P36036	P36142
P40571	P32568
Q12745	P24482
P53971	P38328
P27680	P40208
P40505	P36150
P38953	Q03954
P39965	P54113
Q04217	P48570
P37020	P47171
P32633	P25588
Q08562	Q03081
P41903	Q08974
Q12391	Q03048
P50277	P40482
P07274	P10592
P40013	Q05933
Q05166	P53249
P07991	P25632
P46955	Q03723
P40214	P34218
P20133	P25036
Q04964	P43548
P38429	P09734
P25359	P40965
P0C074	P20051
Q08742	P40505
P32190	Q12486
P53633	Q12251
Q08387	P35688
P53752	P22213
Q08032	P0C2J7
P42834	Q03652
P41817	P32583
Q12172	P32337
P25641	Q03246
P54858	P33301
Q06199	P50273
Q06315	Q08930
P25604	P38865
P32524	Q08421
P05745	Q04711
Q01919	P19158
P36157	Q04002
P38063	Q06479
P40344	P33891
P0CF00	P09938
P53331	Q06506
P53335	P47147
P25386	P31412
Q12262	P25351
Q02795	P53187
P32800	Q06512
Q02642	P53053
Q12028	P36532
P53390	P38889
P25719	Q05919
P47018	Q04432
P61829	P14905
Q03795	P38698
P41896	P15938
Q12355	P10356
P39952	Q12167
P38740	P38857
P32767	P38427
P49573	P50111
P53179	Q08920
P32629	P00045
P13712	P53873
Q3E823	P53058
Q12514	P50107
P00447	P41814
P25358	P40347
P32803	P38314
P38630	P38737
Q99312	Q04177
Q99321	P38339
P38833	P22139
Q03795	P36155
Q04430	Q12321
P10566	Q12226
Q03361	P40513
P06245	P38236
P04912	P47005
Q3E835	Q05530
Q07471	P29029
P50623	P40529
Q00246	P38996
P36110	Q06164
P53272	P33401
P38345	P47165
P34164	P32338
P53088	P32833
Q3E786	Q3E7Y9
Q03218	P36116
P30777	P38635
Q92325	Q06146
Q01532	P53911
P38971	P28791
P06701	P38238
P40528	P40476
P38166	Q03236
P33412	P14922
Q07549	O74302
P53317	Q05043
P40495	P06168
Q12132	P38992
P40500	Q03071
P16661	P25443
Q08971	P0C2I5
P54857	P27999
P48560	P52910
P23641	Q12211
P27515	Q08970
Q04418	P00635
P38236	Q04658
P09435	Q06245
Q07950	Q12167
P04819	P53220
P0CE68	P19158
P40851	P37254
P53757	Q99383
P53332	P16521
P23287	P37293
Q07821	P53733
Q04149	Q04338
P38234	P05740
P46672	Q02336
P25046	P53045
P17121	Q04371
P53925	P38956
P53746	P39875
P07263	P39984
Q08911	P47144
P38145	P43623
P53118	Q12509
P32836	P32375
P53836	P32602
P38235	Q12486
P53063	P33199
P53920	Q03338
Q08226	P34162
P04385	P11433
P42884	P38698
P05150	P32843
P53832	Q3E754
Q07959	Q06032
Q06678	P23542
P39980	P36000
P29469	P36027
Q12044	P53096
P49723	P40070
Q04706	P47187
P25451	Q08966
P32588	P40546
P36094	P40453
P22217	Q06109
P21827	Q05779
Q06504	Q07540
P05739	P00924
P48525	P29055
Q03144	Q08729
P38604	P39985
P19812	P39974
P38013	P36528
Q08749	P32559
P32806	Q06628
P32915	Q3E742
Q12015	P47027
P00331	Q12308
P40095	P54860
P0C2J1	Q06177
P14724	P32561
P38231	P38344
Q08045	P32786
P36078	P53835
P38703	Q12207
P50944	Q12142
P47112	P38849
P53903	P0C289
Q02950	Q12214
P47100	Q12155
Q99220	P39979
Q06593	P38265
P53551	P22336
P39005	P30605
P47912	P10614
P09201	Q04183
P53549	Q08322
P49095	P28003
Q06058	Q07458
P07256	Q02208
P47030	P48362
P22516	P34220
P07270	P53315
Q12512	P14680
P47046	P32047
P53235	Q04461
P53044	Q12213
P38063	Q12003
Q06639	Q06677
P53178	Q08932
P27351	P35183
P54005	P35718
Q06485	P40214
Q04978	Q08225
P47018	P54784
P35996	Q08994
O94742	P21826
P38283	P53598
Q03824	Q12466
P33202	P38194
Q08985	P39974
Q99385	P40020
Q04934	P28003
P31378	P41809
P53913	P38987
Q12202	P27697
P38800	P0C2I9
Q08965	Q12199
D6W196	Q07657
Q3E737	Q04712
P25585	P47042
Q08361	P47007
Q12146	Q04869
P33297	P20437
P53195	Q12168
P43586	P35180
P07255	P36036
Q08550	P52910
P32836	P40473
P46946	P25554
Q02775	P53932
Q03034	Q01926
P53824	P43597
P53053	P40548
Q12109	P17709
Q12450	P53691
P38227	O14467
P53081	Q03900
P07255	Q06672
P18239	P38911
Q05123	P53830
P47112	Q3E840
Q12084	P36131
Q03214	P53283
P40155	P29496
P25298	P00044
P34219	Q02208
P32500	P32338
P25038	P38849
Q04411	Q04344
P18852	Q12734
P43540	Q03375
Q04585	P40474
P53129	P38352
Q3E832	P00424
P34077	P42073
P35194	P32469
P32912	P38837
Q05468	P43561
P40968	P23248
P54839	P11076
P04449	Q2V2P7
P41806	P53747
P41813	Q00764
P10363	P00560
P53275	Q03434
P43548	P07991
P40169	Q05050
Q02863	P15992
P53294	P38738
P32660	Q03212
Q04978	Q03375
Q08818	P26785
P38912	P07276
Q06164	P18851
P38724	P33332
P32770	Q12335
Q07657	Q12103
P32899	Q03559
P35195	P47179
P37304	P0CY11
P32591	P28003
P46675	P80235
Q05931	Q05515
Q12196	Q06321
P41808	Q06337
Q08109	P40564
P39705	P47023
P53091	Q12301
P39960	Q3E796
Q12134	Q03018
Q02784	P47022
P54113	Q99359
P38709	Q07471
P53261	Q12178
P40518	Q03048
P53958	P43582
P07267	P46984
P14832	Q06406
P38218	P40215
P47032	Q12361
Q05874	P40024
P25370	P53239
P38799	P22438
P46949	P53295
Q08226	P48353
P25554	Q03455
P53830	P40494
Q06328	Q06340
Q08548	P33441
Q03790	P12962
P32600	P54007
P40477	P40080
Q03558	P53188
P13574	Q8TGU7
P32333	Q08548
P19956	Q05934
P40479	P31539
P28240	P35176
P53047	P19882
Q12104	P33421
P53331	P53552
P36091	P38206
P35208	Q12188
P53886	P05748
Q03102	P00942
P38961	P53227
P38125	P09232
P50944	P33753
P08458	P53059
Q06839	P36165
Q04370	Q12522
P35734	Q03825
P25294	P53724
P38803	P40063
P39996	P47143
P20449	P53860
Q03937	P53918
P39521	P38203
P53199	P09032
P0C0W9	Q03723
P40318	Q06680
P0CY13	Q07979
P33400	P25377
Q08822	P25608
P25381	P25299
Q06689	P34758
Q06178	Q08457
Q03976	P38260
Q05937	P53915
P49166	Q05863
Q12182	P46944
P39106	P40340
P53895	P25390
P39705	P53838
P34225	P36172
Q08693	P38231
P20676	Q06199
Q12512	P47031
Q06628	P49960
Q12518	P34078
Q04751	P41939
P25375	P11978
P40023	Q07844
P42900	P37299
P35177	P38247
P89113	P40084
Q08490	P53264
Q04675	P22855
Q01476	Q12751
P21623	P38066
P37302	P40511
P38708	P25374
Q04377	Q12493
P08018	P26637
Q3E7C1	Q03002
P38690	P32944
P25369	P40990
P38430	P38166
P11633	P25354
Q12440	P40023
P13711	P53863
P25379	Q05611
P38255	P46655
P40414	Q04978
P40017	P24000
P32796	Q00764
Q07655	Q04329
Q08438	P32600
Q06628	P40501
P53872	P53691
P34221	Q02825
P38912	P43561
P53942	Q12191
P53125	P38147
P23293	Q12119
P21651	P20052
Q07454	Q04902
P32905	Q08985
Q3E7Y3	Q12515
Q08985	P10127
P46151	P38312
Q03020	P21965
P35196	Q12450
P40560	P13188
P40499	Q99260
P09232	Q02733
Q08361	P32561
P28320	P25037
P34234	P40214
P40368	Q12212
P36163	P47161
Q12339	P32781
P33202	Q99287
P38779	Q12280
P32461	P21965
P89886	P32328
P36521	P46679
P39516	P38228
P43599	P47090
P38427	Q03919
Q99220	Q3E7Y6
P25586	P24521
P41832	P25617
P34909	P47113
Q03713	P43549
Q06596	Q06251
P35172	P43637
Q00947	P32580
P25649	P53273
P25657	P38271
Q03096	P38360
P0C0W1	Q12372
P38211	Q06625
Q99394	P39014
P25573	Q12010
P12866	P16522
Q12099	P53230
P34110	Q2V2P8
Q12524	Q00772
P38090	P13130
Q12487	Q06164
P53228	P40414
Q07532	Q06169
P14681	P25365
P38836	Q02606
P32608	P47133
P53124	P43122
P32781	P41811
P17214	Q04033
O13585	P11938
P14907	P13856
P32832	P53755
P53754	P48362
P17119	P40504
Q12280	Q03016
P23287	Q04233
Q01852	P38709
P49775	Q03976
P32569	P32453
P53094	P47119
Q12003	P17695
P38869	P40314
P53228	P38200
P05066	Q04359
P06783	P14126
Q08907	Q08914
P43571	Q04235
P14180	P53038
P41338	P42944
P47153	P38835
P53128	Q08287
Q08219	P06778
Q99288	P07149
Q04264	P00950
P34072	P25369
P27809	P18759
P32558	P33894
P40167	P47025
Q12450	P53875
P53258	P48526
P35209	Q08822
P33199	P03875
P50113	P32473
P20436	P25588
P38775	P38817
Q3E843	Q04675
P38738	P26449
P36124	P48565
P52871	P16474
P35210	P32657
P30606	P38212
Q03218	P47018
P20048	P14724
P39705	Q03083
P18899	Q12150
P07342	P53919
Q07660	Q12380
P38427	Q12516
P36093	Q12071
P32829	P39744
P07143	P38084
P40559	P38196
P40030	P53208
P13856	Q12192
P37296	P16965
P32521	P38354
Q05949	P32607
Q99344	Q8TGT7
P25334	P50946
P36024	P46956
P38238	Q3E747
P33890	Q06032
Q12451	Q3E742
P35196	P0C289
P32495	Q3E739
P38760	P38073
P31378	Q12458
P19358	Q06149
Q04433	P39535
Q06497	Q08193
P51862	Q12132
P53275	P14724
P40450	P35202
P40014	Q08225
Q12396	Q12013
Q12421	P52960
Q3E7Y6	Q12098
P48524	Q12385
P48570	P08593
Q07748	Q06488
Q00916	Q04093
P38713	Q03630
Q06107	P38262
P15436	P36167
P54839	P51601
P12945	P40005
P20438	P20437
Q08217	P08638
Q08579	P49367
P32605	P27637
P40546	Q8TGS9
P32368	P40413
P39535	Q12071
P53438	Q05926
Q6Q595	P05319
P40476	P38687
P42839	P22139
P53876	Q12464
P52920	P39083
P0C2I3	P31382
Q12241	P25619
P30822	P53981
Q12248	Q08219
P38217	P06786
P43565	P01098
P53841	P40318
P09734	P42837
Q03210	P53177
P31334	Q99247
P53379	Q99207
Q12028	Q04632
P36062	Q08931
Q3E7B4	P38191
P40504	P26448
P32789	P38872
Q02776	P25351
P17261	Q03694
P40537	P38313
P32461	Q06321
P53833	P32325
Q08956	P32604
Q3E815	P42837
P39013	P13181
P14681	P36531
Q12372	Q08673
P53241	Q12242
P16522	P41910
Q06702	P47079
Q04182	Q07824
P47102	Q08032
P39962	P34072
Q02203	P16140
Q03981	P07274
P43534	Q04411
Q3E7Z4	P14741
P47912	P04161
Q12013	P38714
P40343	P23643
P39981	P40456
Q12013	P19735
Q03629	Q12445
P40056	Q12039
P38928	P15180
Q6Q595	Q03954
P47167	P38870
P0CX13	Q04658
Q3E776	Q04409
Q12236	P40565
P31385	P39931
P53099	P07172
P53940	P22434
P38144	P43636
P13483	P47134
Q08985	Q02202
O13539	P38177
P00724	Q02647
P53838	Q07800
P47129	P32495
P04387	Q05979
P39968	P43549
P52492	P38194
P13517	Q12150
P28496	Q05672
P03874	P53438
P47101	P25332
P50896	Q04089
P47040	Q03330
P38085	P53134
P47155	P50276
P38200	Q03148
P41835	P38110
Q08054	P53048
P04803	P40433
P20448	P38625
P54784	P47771
P20053	Q08746
P53135	P38339
Q3E791	P40438
P09457	P40890
Q05471	P40051
Q00764	P32523
Q01590	P40442
P32903	Q12393
Q05131	Q99325
P30771	P32386
P53949	P54862
P47137	P38819
P0C271	P38830
Q03940	P39001
P40040	P38298
Q04767	P14540
Q05043	P38793
P46950	P38083
P22137	P38162
P13181	P38347
P36170	P40004
P40511	P28707
P53118	Q12404
P36083	P06704
P39727	P05743
P25353	P40161
P53257	P38149
P39009	P43619
P47001	P53971
Q12150	P00549
Q04018	P48445
P38144	Q03193
P32838	P11746
Q99176	P40056
Q00539	P53218
P14743	Q04964
P53913	P38430
P35206	P08458
Q12034	P53197
P53261	P28789
P14680	P32788
P32564	P38155
Q07074	P53096
P38855	Q03063
Q02831	Q3E7B6
Q04004	P40416
P35734	P33894
P23594	Q01080
Q12239	Q04949
P00401	P32349
P38860	Q04712
P22516	P0C0W1
P38345	Q07471
P15442	P38194
Q12056	P35842
Q12461	Q12063
P53932	P38074
Q08991	P36165
P26793	Q12342
P14359	Q06168
P11978	P48361
P47138	P53341
Q12235	P36097
P53238	Q04740
P39538	P53255
P54780	P33550
P53131	P32943
P25631	Q08907
P41818	Q03407
P38346	P38787
P38622	P32626
Q04264	P35734
Q99303	Q6Q546
Q05164	P38732
P41821	Q05778
P02294	Q02864
Q06489	P52867
P41698	P53938
P40156	P40553
P07390	P53906
P36532	P32613
P25515	P22202
P40965	P13259
P36111	P53157
P38839	P40851
P27999	P52918
P40319	P38744
Q08887	P37291
P40218	P40856
P40318	P33767
P38347	P40487
P36224	P33314
P32375	P41735
Q8TGU2	P47052
P31115	P32468
P34228	P14120
Q12066	P33895
Q12272	P46957
Q02979	Q3E764
P38736	P39102
P25631	Q12178
P16467	P43549
P50277	P54781
P33767	Q08003
P38129	P22148
P39564	P37291
Q02770	P23202
P52868	P54199
P38880	P32626
P32789	P38066
Q02774	P36973
Q06671	Q01939
Q07788	P39959
Q04174	Q3E7X8
Q02598	Q03067
P32521	P26798
P31384	P33299
Q06407	P53264
P53174	P38074
P25554	P53262
P81451	P53188
P42934	P31373
P38749	Q03338
P0C2H7	P40038
P53438	Q3E7Z1
P20052	P35734
P36521	Q03465
Q12078	Q01532
P50273	P36027
Q06405	P53210
P40512	Q03694
P10355	Q12171
Q03981	P15790
P06168	P14724
P00729	P0CS90
Q07528	Q12420
P54964	P07249
Q08226	Q04792
P27616	Q05521
Q12276	P32489
P03873	P32804
Q12524	Q12214
Q05775	P38793
P25370	P53053
P47155	P32626
P25369	P36009
P40509	P38779
P38828	P39106
P38156	Q02863
P53338	Q02100
P40515	Q12124
Q12339	P34167
Q06406	P53230
Q07963	P36152
Q06595	Q06146
P33199	P40544
Q03530	P53685
Q03677	P38304
P47155	Q92393
Q03016	P38298
P12904	P47771
P38878	P53322
Q12514	Q3E830
P42934	P89113
Q12046	P38620
P24000	P25642
P40187	P21965
Q12219	Q03532
Q12160	O14455
P21375	P40358
Q04182	Q12018
Q04632	P36164
P35724	P38149
P27796	P53326
P06839	Q12212
P32476	P40464
P35997	Q12088
P48236	Q04924
P40560	P40475
Q08907	P23180
P40218	P12868
P06839	P39104
P23394	P36132
P53549	P04840
P32479	P53344
P40565	Q12306
P53177	P32366
Q03508	P53088
Q02892	P36138
P00401	Q08416
Q12393	P39974
Q08754	P38335
Q12504	Q12151
P15625	P47140
P26783	Q12691
P07703	P38732
P34226	P36039
P25569	P47052
Q07350	Q05881
P41815	P38615
P39109	P41806
Q06169	P38167
P07273	P48016
Q12121	P40471
P38812	P53239
Q07551	Q00684
P47074	P13382
P38242	P14907
P25355	P24309
P08525	Q07845
P53008	P38283
Q12247	P38776
Q03213	P32917
P42845	P40152
Q12517	P53227
Q04175	Q08902
Q12200	P32634
P41696	Q06344
P47126	P25358
P53633	P40092
P23301	P39744
Q03954	P47136
P32499	P43122
Q04052	Q12222
P53309	P38886
P53389	P53107
Q99257	Q04471
P38284	P38210
P07834	Q04007
P32916	P32432
Q99395	Q12301
P15624	P06174
P54837	P53110
P32340	P07274
Q08844	P43497
Q3E832	Q12180
P46982	P13181
P53840	Q6Q5H1
P53191	P25296
Q04149	P43497
P38198	P32499
Q08491	P05749
P08432	P38992
Q12285	P36029
Q12283	Q12141
P38326	Q03375
Q03705	P48016
P32588	P05749
P53974	Q03771
P20459	P49334
Q9ZZW7	P53978
P32916	Q02932
P32585	Q08206
P39986	Q12026
P39564	P40318
Q12317	Q03619
P23615	Q06436
Q03833	P38990
Q06340	P05317
P53854	P09938
P53147	P38264
P40091	Q12320
P29704	P36520
P38555	P25454
P53157	P32612
P49435	Q3E828
Q04952	Q12034
P38931	Q08561
P38995	Q06328
Q07930	Q03219
P35691	P39684
P40208	P08524
Q06107	P38858
P32453	P51996
Q02931	Q12125
P53119	P46983
P25572	P32463
P23594	Q08979
P40471	Q03900
P85052	P53070
P50273	Q03036
P47042	P32450
Q12328	Q12363
Q06523	Q07897
P38142	P53050
P53114	P38813
Q12150	Q04149
P38131	Q12465
Q03759	P36093
P53541	Q12133
P38715	P40494
P38757	P24280
P40009	P08458
P32340	Q05934
Q12505	Q06551
Q12226	P22202
P0CF19	P17076
P25574	Q08965
P0C2J4	P53088
Q05899	P43548
P47108	Q06325
P43609	P40491
P39564	P38631
O13535	O13585
P39928	Q12490
P32353	P38828
Q07688	P46983
P27466	Q3E786
P30952	Q12480
Q3E832	P40004
Q04921	O14455
Q02457	P33310
P47011	Q03533
P32789	P32831
P53877	P38850
Q12491	P50080
Q06493	P23595
P24868	Q3E825
P12689	Q12221
P53870	P32839
Q2V2P4	P38690
P22133	P41901
P41808	P38068
Q08558	P23644
Q05080	O13512
Q99315	Q06836
P48526	P53202
Q05567	P32523
P08458	P36078
P47170	Q04964
P36054	Q12108
Q08206	Q06525
P40545	Q99312
Q02783	P07560
Q08906	P33441
P48558	P32571
Q03750	Q07928
P08525	P38636
Q07979	P19073
Q04430	P43123
Q12158	Q08271
P11709	P38811
P40019	Q03455
P25441	P07256
P53309	P14120
P40442	Q00684
Q07987	P33302
P39967	P15019
P41912	P32559
P45978	P32896
P21147	Q04201
P40583	P50095
P32340	P36024
Q12050	P32860
P46946	P06844
P53955	Q12418
Q03322	P37304
P39111	P40851
O13547	Q12206
P33308	P53751
P38328	Q04526
P40487	P21268
P36102	P40457
Q3E790	P40006
P53846	P53344
Q12189	P36076
P47172	P40210
P00420	P39016
P08640	Q12517
Q04922	Q12463
Q06506	Q08347
P40956	P32558
P36033	P35727
P51862	Q12149
P38874	P36007
Q06469	P54074
P38837	Q06058
Q08157	P0C2J4
P25443	P07252
P25037	P25443
Q05635	P53965
P40345	P40447
P51401	Q12144
Q04223	Q08409
P38229	Q12186
P46995	P40303
P38284	P00431
P32462	P21538
P32502	P25654
Q06134	P03069
P0C2J0	Q05043
P30657	Q12245
Q12255	Q12331
P38126	P38627
P43601	Q08268
Q12404	P53172
P39533	Q08144
Q12146	P47047
P06105	P52286
P39923	Q12103
P25558	P47007
P38272	Q02648
Q3E7A7	Q08930
P27344	P80428
P33399	P32445
P53118	P25040
P34232	Q06208
O75012	P23724
P25297	Q03690
P40897	P41832
P32504	P41911
P47182	P24720
P38256	P36516
P32891	Q12057
P13259	P38604
Q06410	P16603
Q02642	Q04728
P53242	P21771
P46990	P43614
P48524	P38800
P22135	P09734
Q99385	P45818
Q99189	Q06833
Q05871	Q12277
Q12188	P25353
P38634	P38631
Q07623	P32768
P28707	P53236
Q00416	Q02896
P06197	O75012
P36064	D6W196
Q12161	P42943
Q03776	Q12490
P23059	Q3E751
P53071	P32464
P34237	Q04053
P20053	P36032
P40449	P38427
Q3E760	Q03942
P53956	P04786
Q12315	P38276
Q12145	P36087
Q03554	Q12034
P40511	P29340
Q03262	P36170
Q08748	P53081
P34240	P38426
Q02825	P32364
P46969	P37298
P25301	P36119
P25574	P23561
P26364	P47011
P40186	P09064
P38770	P34161
P20484	P38629
P35203	P46989
P38702	P38735
Q12091	P38814
P47129	P25572
P46984	P53334
P15454	P38994
P43601	P40474
Q12049	P25604
P54862	P51996
Q07418	P21672
P53970	P34218
P32612	P43587
P32352	Q12060
P38265	P38633
P38298	Q12008
P53336	Q08641
P38287	P38791
Q12293	Q12246
Q04215	Q12469
Q12179	P15496
P18414	P38075
P01123	Q06408
P53847	P38749
Q04712	P53192
P31378	P0CD99
P03881	Q12748
Q06096	Q03697
P53234	P05694
P36519	P40310
P32332	P32366
P32344	Q05871
P35169	P04386
P36141	P32266
P32449	Q12367
P17695	P09119
P39564	P19146
P53616	Q08287
P53046	P38885
P38987	Q05583
Q12325	P53122
Q3E7A9	Q12207
P40545	P22219
P10662	P28274
P14291	P32858
P36101	P41835
P24871	P40548
P40504	P07255
P54854	Q03758
P25361	Q05902
Q04706	P40462
P0C2H9	P53901
P48565	P32329
P40006	Q12144
P32563	P40473
Q08929	P40955
Q12205	P13259
Q02892	P46943
P48510	Q03818
P38720	P38819
P38959	P24783
Q08932	P50263
P33302	P08524
Q12208	P38254
P46673	P53872
P53220	P36093
Q12051	P32786
P53720	Q06103
P51601	Q07623
Q08886	P12689
Q08992	P53752
Q08322	Q12296
P38426	P47046
P38742	Q04898
P22202	P25385
P06777	Q03619
