Q8TAI7	Q9HC62
Q5T0L3	P48643
P26371	P55210
Q96EV8	Q9UNH6
Q15599	Q9Y2L1
Q03405	Q9UJX3
Q06546	P57077
Q96GT9	Q9Y508
P50453	Q16643
Q8IZQ8	Q16236
Q9UKJ1	Q14697
Q9UFB7	O00401
O60504	Q6ZN04
Q96EK7	Q6I9Y2
Q96EP1	O43290
Q9NRI5	Q9Y2X0
Q9NXU5	Q6PCD5
Q14677	Q9UJ72
P19387	P19419
P04183	Q9HB96
Q27J81	Q99259
Q9H469	Q9Y5A6
Q9BRU9	P35372
Q93009	Q969K4
Q9UKT5	P25788
Q9Y6E0	Q16821
Q8WWW8	Q9UHI6
Q9BW04	Q15078
Q9Y2T1	P06396
O60477	Q99590
Q9H4D5	Q15051
Q99619	Q15653
Q02218	P07948
Q96ME7	Q13042
Q96LI6	Q14166
O43167	P51843
Q9UHW5	Q13123
P43403	Q4VC05
O43660	Q9H3Z4
O15165	P56282
Q8WTW4	Q9NUQ3
Q9Y6E0	Q9NZN9
Q9Y2Q3	Q9UKP3
Q8NF50	Q9H9C1
Q96RK4	Q969S3
Q9Y3C6	Q9Y4Y9
P52701	Q00610
Q6ISB3	O75251
Q13232	Q53GL7
P62310	P61968
O75478	Q9UBZ9
P27695	Q9H496
Q9NPC6	Q03933
Q9GZM5	P30305
Q6P597	Q13190
Q9BTE0	O43759
Q9NRD5	Q969H8
Q8N0V3	Q9P287
P51809	P30086
Q9ULZ2	O95208
Q13123	Q5EBL8
Q96RK4	A4D1S0
O15047	Q96N58
Q9H7E2	Q9H257
Q92556	Q8IWV1
Q15047	Q8N668
Q15306	Q15025
Q969T9	P46013
Q12959	Q9NX04
P27635	P42226
P0DPB3	P01588
O00189	Q9UL46
Q96RU7	P26006
P21283	Q3SYG4
Q9Y4L1	Q9Y265
Q9UHY1	Q02224
P23763	Q9NUI1
Q86WV5	Q8WXG8
O14777	Q9Y5M8
Q5JR59	P33981
O60337	Q13601
Q8IV20	Q9UM54
O75251	Q15746
Q02790	O00487
P45985	Q5HYW2
Q8NHZ8	Q9NRC8
Q3SYG4	P31785
Q8TDR4	Q9NS64
P09211	Q9NW82
Q9UJP4	P57077
Q9UPZ9	Q9NX55
Q8NA54	O14512
Q6QNY0	Q92917
Q9NQU5	Q13596
Q15631	O75674
O00221	Q9NWT1
Q92613	O94842
Q9P2Y5	P26651
Q92519	O75460
Q8NDC0	Q12796
P56817	P41235
P03372	Q9Y468
Q6W2J9	Q86Y33
Q9Y6Y0	Q9NXC2
Q8N9H8	Q8TAE7
O43365	Q9NRI5
Q9Y620	Q96P48
Q99576	Q9Y366
Q14232	P48775
P12268	Q9NYN1
Q9UP83	Q9C0E8
Q9C0E8	Q5VVQ6
P04150	Q96PU5
O43924	Q9BX70
O95059	Q9NPI6
Q9UBU8	Q9BQG0
O14744	P37088
P28065	Q9UNI6
O00592	O00287
Q9HAH7	P10911
Q9BQ61	P43115
Q2TAL8	Q7Z3I7
Q14678	O60759
Q8WVS4	Q92575
Q16594	Q9UPN6
P13798	Q9BYV6
Q16698	Q6L8Q7
P78362	Q04759
Q9NVU0	B2RUY7
P61165	Q6NUQ1
Q86YR5	Q96MF2
Q9UBD5	Q9UII2
Q9UHP6	O00237
Q86Z23	O15151
Q7Z4U5	P63208
P61966	Q96G04
P61421	P62256
P28908	Q96GQ5
Q9BQI6	O43439
Q9HAV4	O95139
Q6FIF0	O94874
P37198	Q96QE5
O75626	Q5T2T1
Q9NZ09	P62253
Q9ULX6	Q99081
Q9UK22	P10515
Q149N8	Q96IW7
Q8NEY4	P63165
Q9NRX1	Q9BSE2
P09172	Q15013
P24864	Q96RR1
P54725	Q9NYJ8
P57077	Q8N3L3
Q8WX92	O15534
Q9Y4B5	Q6ZP98
Q14257	Q9UHY1
P20701	P62166
P98164	Q6P0N0
P24390	Q9BSG1
Q9NVX0	Q13439
P28827	Q96NN9
Q5VUJ6	Q13115
Q9NPA0	Q9NWQ4
O14980	P12524
Q96NB3	Q9P0K7
Q06481	Q12756
Q13111	Q8TAL5
P49759	Q9HAV5
P17024	P35900
Q16825	P22466
Q9H3D4	P01023
Q9HAD4	Q9Y6A4
Q8NI38	Q8N9M5
P23409	P42677
Q8N9R6	O15360
Q99956	Q7LBR1
Q96Q27	Q8WTW4
P09496	Q86UT6
P07315	Q969R8
Q9NP97	Q0VGL1
Q8NEM7	P07359
Q14562	P10911
O95631	Q01543
Q96MU7	O94915
Q6R327	P61086
Q9UNI6	Q9NPL8
P48039	Q9UPY8
O94782	P01040
Q9BXJ9	Q8NHU6
Q9Y217	Q6P1L5
O75410	Q8WUB2
Q8N8N0	Q9Y608
Q63HK5	Q9BRQ0
Q7L2Z9	P01024
Q6ZSY5	P51665
Q96JB6	P00734
O15550	Q15389
Q86VQ0	Q15435
P02760	Q5TC82
Q9BRP4	O75525
Q8N5R6	Q9UL03
Q4AE62	P07585
Q6ZT21	P59991
Q9P2D0	Q7Z412
Q96DA2	P55039
O94907	O95071
Q9UKT8	P27986
O14745	Q96KM6
P35659	P55265
Q14CS0	Q8IY47
Q5T7P3	Q8NE71
P51151	Q5TGY3
Q9H0E2	Q13233
Q8TEW0	P11717
O43491	Q15744
P78362	Q13439
Q9Y6M9	Q9NQC3
O95190	Q13586
P99999	Q9UNE7
Q6MZQ0	Q9BRS2
O95198	O75293
Q9P2F8	Q3KNS6
Q9BUI4	P21854
P02768	P05154
O75914	Q6NW34
Q13506	Q8WVJ2
P85298	Q9NXZ2
Q9UNP9	P09210
Q969G3	Q96BI3
P18206	Q9H0H5
Q9Y5N6	Q9BZE4
Q8WVK7	O00754
Q9BT78	Q2NKQ1
Q14684	Q99798
Q86XL3	Q96I24
Q1KMD3	Q9Y3E7
O43172	Q99956
Q00534	P06400
Q9HCN3	Q9NQG5
Q7L3B6	Q9H2W6
Q9NR55	Q9NPH2
Q9NPH3	Q9Y6E0
Q86WH2	Q9H7D0
O75449	Q86TA1
O75815	P57105
Q9Y5B8	Q9P0I2
Q13887	P62826
Q9UDX3	Q14012
Q8N5A5	P08253
Q68G74	Q9UJC3
Q9C0E4	Q6IBS0
Q9Y5K5	P42704
O00165	P28715
Q9Y6B7	A5D8V6
Q5T2W1	O14526
O15126	Q9UF11
O14733	Q06643
A9UHW6	Q8TAM2
P18084	Q9H8K7
P48039	Q99538
Q9BQA9	Q96CU9
Q8N895	Q99598
O43747	Q8TB96
Q14451	Q5TKA1
Q9UMZ2	Q7L5Y9
Q14764	O15055
Q9H0I2	Q86TJ2
Q8WUA4	O15116
P41182	O95793
Q96EN9	Q12791
P21980	Q01105
Q13823	Q7Z2E3
O15027	Q96PM5
O14807	Q9BQ04
P02768	Q9UKM9
P28360	P51617
Q08881	P48436
Q9Y342	P26371
Q96AX1	P21980
Q9UBW5	Q96AX1
Q92560	P63000
Q969D9	Q8TEP8
P41223	Q13564
Q8IWU4	Q14498
P02748	Q9P2N6
Q9GZX7	Q8N0Y2
Q9C0C6	Q8N9I9
P20794	Q15326
Q9Y388	Q969L4
P17301	Q92841
Q16799	P25054
P11279	P49721
Q9P1U1	O00423
Q9BX63	Q9H0K1
Q06587	P32320
Q9ULT8	Q9BZE9
P46779	Q9Y5P3
O00305	P62873
O95167	Q6P3X3
P59998	Q9Y5Q9
O75533	P0C0S5
P09529	P19474
Q86SZ2	O95721
Q12768	Q99417
P51825	Q92956
P03905	Q9NR21
Q9HC98	Q92966
Q9P202	Q96HA7
O95685	Q9BQG2
Q13233	Q9Y383
P31629	Q9Y2T1
Q9P2J5	Q15029
Q96EQ8	Q12798
Q6ZSY5	Q99871
Q9BQI3	Q9Y4F9
Q93034	P17275
Q15569	Q969V4
P53539	Q5JVL4
Q13371	O96017
Q96EK4	Q96SU4
Q9BVI0	Q9H6Q4
Q13011	P61201
P29376	Q96KR7
Q494U1	P46379
Q92828	P54725
Q9UF56	P01111
O43674	Q8NF99
Q8WUA2	P50876
Q96BI3	Q9NY27
O95257	Q9NRD0
Q9UK58	Q9H7X7
Q71U36	Q5TA31
Q99963	O94855
Q15397	Q9BX63
P63272	Q9H3K2
Q13368	Q9HAN9
P27540	P00533
Q9NW64	Q14103
Q96G01	Q13151
Q9P1Z2	Q16849
Q92538	P27540
Q8N6T3	Q7RTN6
Q96GG9	P46379
Q7Z7B0	Q9Y496
P25705	O75153
P0DPB6	Q92609
Q12888	Q969V4
Q9GZV9	Q9P270
Q9ULB1	Q9NVU0
Q9NQ87	Q96DZ9
Q86SG6	Q8N987
P98175	Q9UQC2
O43396	Q9NQC8
Q96SY0	Q15750
Q9BSM1	P43155
Q9NVS2	Q9GZP9
Q8N539	Q14584
Q6P0N0	P50613
Q6IN84	Q9NSE2
Q3KNV8	Q7Z460
P00918	Q13951
Q8NDZ2	P99999
Q9NQX4	P22105
O75306	P23497
P23588	O15381
Q13617	Q9H0K6
O60493	Q3MII6
P51826	Q99576
O00267	Q9UM13
P48549	Q9H5K3
P02776	P50458
P02794	P12268
Q71F23	Q504Q3
Q99501	Q92785
Q9BV36	A1L4K1
Q96EY8	Q3MII6
P62308	O15033
O95319	P08833
Q9NQM4	Q8IYX7
Q8NHY5	Q9ULW3
Q9BRJ6	O14492
P14868	O43557
P31949	P02647
Q9UM47	Q9BVP2
Q9Y5B0	P20585
O95704	P04156
P61964	Q9UI08
Q9NQL2	Q96RE7
O14836	Q53F19
Q2TAY7	O00124
O75553	Q8HWS3
O43791	O75143
Q9Y5J3	P62195
P13639	Q8N6P7
Q9UHB4	Q96DV4
Q5VWN6	O95571
P49759	P40337
Q9NWV8	Q14149
Q6ZW49	Q14831
Q13625	Q8IXK0
Q9UKW4	A0AVT1
P47712	P07947
P26641	Q8N5P1
P02008	Q9NX18
P51159	Q8N3L3
Q9UI30	Q14781
P35557	Q9UIM3
Q9Y566	Q9NZD8
P25963	Q9BYX4
O00571	Q9NRG1
Q9P2G9	Q9H8S9
P23945	Q9Y3A3
Q9Y232	O00555
Q9BYE7	Q07817
P15408	Q8TAI7
Q9Y385	Q7Z2E3
P14598	Q9H1H9
Q9UBD5	P61006
Q9H1I8	Q6P9B9
Q6ZTQ3	Q8TB45
Q86Y07	Q9Y2T2
O15534	O14979
Q6IPM2	Q86Z14
P85298	O14530
Q8WWY3	O75935
Q08499	P06850
P04234	Q8NC69
P13056	O15145
Q8NEB9	P78396
Q14344	P23458
O14802	O00167
P61758	P46939
Q5TEU4	Q2TBA0
P49703	Q9H0I2
Q96QH2	Q15942
O43353	O14782
Q9BSB4	Q07666
O15265	Q5VWN6
P49796	Q99966
Q9ULV8	Q06587
O14746	P01024
Q8N7W2	Q8WXF8
Q9H1M0	Q01968
O43447	Q9NV06
Q9UFN0	O43432
Q07817	Q96IV0
P34998	Q9UNE7
Q5VZM2	O95971
Q96IJ6	O00155
P57105	P00441
Q969R8	Q8N184
Q9UF56	Q7L2J0
P14678	P02649
Q9UJW0	Q9HD33
Q6GQQ9	Q9UBP0
Q5H9L4	Q96CM8
Q96SQ5	Q9BSQ5
Q9BXI6	Q99909
Q8NFY9	O14977
Q96KE9	Q641Q2
O15054	Q9NP66
Q14157	Q53GQ0
P20292	P63218
Q9UHQ4	Q8WYA0
Q7Z7F0	P30405
P23945	O75444
Q9ULU4	Q9HB09
Q8TAL5	P10646
Q8TDD1	Q15776
P23284	Q96JB5
P49918	Q9Y2N7
P51608	O60346
Q96GQ5	Q9Y2L1
Q8NEU8	Q8IXK0
Q06643	A1L390
Q9C0E8	Q9Y5M8
Q9H939	O15162
P22455	Q16594
Q9UNZ2	Q8N122
Q9UFF9	P17482
Q96KS9	O43683
O00541	P56545
Q5BJD5	Q02447
Q13144	Q2TAK8
Q04206	P49802
P61244	Q9UN79
Q92630	Q8IYD8
P62750	Q9H2S9
P40238	Q99653
P05496	P09110
Q8IYA8	P31269
Q6GQQ9	Q12962
Q8N9H8	P17947
Q96HD9	Q8N5M4
P00736	P49411
Q7Z7F0	Q13905
Q86W50	P16083
P29474	P52435
P05019	Q99836
P01111	P51688
Q9UKL0	P36405
Q96DI7	Q9BYF1
Q96EE3	Q96KQ7
O14730	P55196
Q8IY31	O43264
P08253	P30086
Q9UMW8	Q68CQ4
Q06587	Q16795
P56597	P56962
P07101	P20933
Q15048	Q5I0X4
Q9UK53	P42696
Q13469	Q8WY91
Q5HYW2	Q8N1E6
Q99567	Q3MII6
O00167	P02511
Q15329	P18054
Q9GZT9	O95479
P50897	Q14149
P24385	Q8WYK0
Q5U5X0	P24864
O75161	Q9P2T0
Q9BXH1	O00623
Q86YJ7	O43482
Q38SD2	P57081
Q01344	Q5MJ70
Q6RW13	Q8NB16
O15273	Q6Q0C0
O15182	Q9NQR1
Q14721	Q8TAT6
O95171	Q92698
Q8IXJ9	O14757
Q15542	Q6IA69
Q8N165	O43491
Q9Y3D7	Q92782
Q9BPU9	Q02930
Q9H074	Q9BXN2
Q9H0W9	O75909
Q8N8N0	O75914
Q9UGL1	Q66K14
Q4G0X9	Q9NX70
O43292	P43243
Q86UP2	Q9BVA0
P51677	Q9UN79
Q9UBV7	Q86Y97
Q96A72	Q19AV6
Q6IA69	Q8NEZ5
P78318	P17026
O60336	Q8IVV7
Q9UGP4	Q8TEY7
P31153	Q92783
Q9BR76	Q9H869
Q8IY57	Q96G01
Q9NQX4	Q13444
Q8NEZ5	Q8IWB1
Q96JM7	O15116
P21506	Q8N184
P01375	Q9GZT3
P23528	Q9BXA6
P09086	Q5T2T1
Q15811	Q71U36
Q8IZ69	Q96C92
O96004	Q99798
Q6ZWJ1	Q9Y2X3
P23467	Q13368
Q92871	P45973
P51116	P49903
Q15413	P0C1Z6
P62333	P32942
Q9UNI6	P29374
Q14978	P01127
Q9HC98	P56282
O60547	P16035
Q14681	P49757
Q5JR59	O60671
Q92793	P10636
Q9H7E2	P63146
Q14974	Q8IWW6
P35711	Q14019
Q9Y6K9	O95865
Q92562	Q5TGY3
Q9UKD2	P06858
P23468	Q8N371
Q13535	Q8WWQ0
Q9HCK8	Q9H7B4
Q8IVW4	Q08AG7
Q8NAV1	Q7Z422
Q07864	P20851
Q9BQ61	P35247
Q8IU81	P0C1Z6
O00472	P43378
O15027	Q96KS0
Q96HH9	P15336
Q2KHR3	Q9Y692
Q6IE81	P06702
Q9Y577	Q13620
Q68CZ2	Q9P2K6
Q8WUB2	P33316
Q15005	O43236
O95180	Q15233
Q96I51	P63220
Q5RL73	P19404
Q9NY72	Q9H0A6
Q8N7C3	P06400
Q8TCU6	Q8N1F8
Q14318	Q92843
Q9BRL6	Q9BQ61
Q9Y3B2	Q9Y253
Q8TAA3	O95239
P51826	Q13601
P0CG48	P17024
A1L4H1	Q9BVC3
Q5RKV6	Q9NR50
Q13435	Q96MF2
Q16288	P10071
Q96G23	Q06190
Q9H079	Q9H4B6
Q13615	Q00765
Q9BSV6	P16471
Q49AR2	Q8TDW5
P21506	Q9Y5X2
Q6ZRV2	P50914
Q13535	O14920
Q9H6J7	P25054
Q9P278	Q12879
P20700	Q9NZL9
P10073	Q13156
Q16288	O43189
P32004	O75503
Q7Z422	Q8NC96
Q8N5M4	P98170
Q10570	Q9Y620
Q92609	Q16763
Q86YJ7	Q8TBZ3
Q8IZD9	P49321
P28370	Q12879
Q9H213	P50990
Q9UPN9	Q15532
Q9NPH3	Q9NWQ8
Q9NZJ5	Q9UJY5
P27540	Q9H967
Q14397	Q5U5X0
P22459	Q9BUQ8
P48200	Q14919
Q8TED1	Q9P2W1
Q16773	P16871
O43353	Q9NYF3
P17658	P09681
P32239	Q92622
Q9H2X0	P11226
Q15048	Q8IYL3
Q9ULG1	Q96RJ6
Q15256	O00482
Q15004	P50221
Q92622	P62906
P61024	Q9P0M9
P09001	Q9Y5S9
Q9BSL1	Q14781
Q8WY36	Q13017
O00139	Q9BQ89
O15054	Q86WN1
Q9UBS9	Q9NZM5
Q96JB2	Q9NWV8
Q15459	O00213
Q05D60	Q9NXK8
P54278	Q9UPM6
P49411	Q9NZ63
Q8IXW5	Q13099
P12524	Q96FZ7
Q969N2	Q15047
O15371	O00255
Q92530	P21583
Q8NE71	Q9UNH7
O95684	P21860
Q9Y3B2	Q7L014
O95835	P52815
Q53HL2	Q14684
P61236	Q12934
P08048	P53805
P14868	Q4G0J3
Q16698	Q9Y3B4
O95967	P20340
P78527	Q15669
Q9H488	A0AVT1
Q92882	O43823
O43829	Q9HCL2
Q9NP66	O15273
Q8TCX5	Q99959
Q9GZX6	Q9BXI6
P52948	Q12756
Q4AE62	Q8WTR2
P49674	P17040
O15117	Q5TC82
Q86XR7	P49755
P20248	P24863
P06396	Q8WTS6
Q5T5X7	Q9NX01
Q8IZ73	P25105
Q9NYM9	P52948
Q8WV41	P98077
Q96F44	Q8N187
Q8TD31	Q9P032
P42338	O15304
Q96A05	O95630
P0DI82	Q9UGJ0
P51957	Q8IU81
Q15386	Q9UHA3
P04150	P15260
O15117	Q9UK41
Q9Y4B4	Q16513
Q9P2R7	Q15776
Q9HB89	Q9Y3N9
Q8NDZ2	P05455
Q5TA31	Q9UM47
Q9Y2J4	Q9Y215
Q96AT1	Q16594
Q6ICG8	O14576
Q9NS73	P29083
Q9UBT2	Q7Z3Z2
Q8IWY8	Q15118
P38159	Q8NF64
O75251	Q13287
Q9Y484	P55084
Q6ZNE9	Q9H9Y4
Q9UPM6	O95900
Q8N983	O14558
O43759	Q8TF40
Q96EY7	Q53TS8
Q12888	Q5MIZ7
P13994	A9UHW6
Q92922	Q16629
Q92845	O15260
Q8ND25	Q9GZM5
O94964	P15056
Q14165	Q9NQ79
Q96DC7	P35670
Q9UBK2	P10243
Q9Y3A3	O75489
Q9H869	Q9NX02
Q96TC7	O95631
Q9UBD5	Q9BPX5
Q12802	Q13761
O75832	Q96JS3
Q86VQ0	P26373
Q96IJ6	Q9NPJ6
Q9NV79	Q07912
Q92830	Q86UT6
Q8NFT6	P28908
Q16851	Q9Y580
P37268	Q9BWT6
Q99538	O15055
Q9NQX3	Q13042
O43157	Q8WUI4
Q8TDY2	P09001
Q9H832	Q9UQ26
P49005	Q9Y458
P50502	P08559
Q5W0B1	O15217
O43809	Q9NYJ8
Q15569	Q96HS1
Q8NDV7	Q8IUR7
Q969U6	P78371
O75330	Q15404
Q6IQ55	Q9NQ94
Q9NYA1	Q8NI27
O60741	P42226
P10244	O43741
P30307	Q9Y5A6
Q9Y275	O14617
O94886	Q9H0D6
Q2TAZ0	P02794
P13284	Q15390
Q9NVI1	Q9BR76
Q3KR16	P33981
Q8IUC6	Q96F07
Q9Y2X0	Q8N4P3
Q9BTE6	Q9P1Z2
Q8WUF5	Q9UI14
Q15466	Q9UQ90
Q12904	Q8WV44
Q8WXX7	O95486
O15228	Q96CB9
P20248	Q8TAZ6
P13591	P43268
Q9Y4B5	Q06609
P34130	Q8WUK0
A5YKK6	Q5VST9
P11234	Q00532
Q13113	P40937
P15313	Q9H4A3
P42696	Q9UBC3
O94941	Q86WB0
O43189	Q9P209
O75376	P09525
Q16825	Q9HCJ0
Q86UL8	Q9H1J1
P09017	Q9NZL9
O43680	P22466
Q9BQG0	Q9BW71
O75128	P78345
P04271	Q9Y275
O76015	Q9P286
O43521	O15516
Q9HCM3	Q6BCY4
Q9Y295	P38606
Q9NX04	Q9UKT8
Q9C0K7	Q9H1H9
Q3B726	P19320
Q96T60	O43542
O00463	Q9UMR2
Q9UBE0	Q96CD2
Q96T49	Q9NR96
Q5T124	Q8NEM2
O43683	O60885
Q8IVH2	Q9NRU3
P28288	P10646
Q9Y3Q8	Q96A56
Q9P215	O95980
Q9Y237	O43298
P57088	Q8IUR7
Q86UE8	Q8WUW1
Q6ZNA4	P09681
P55884	Q99496
Q9UJP4	P36639
P42025	Q15233
Q9H9C1	O95235
Q8N8K9	Q8NFG4
Q7RTV0	P20226
Q9BWG6	O15037
P22061	Q9BQA1
Q17RD7	A8MT69
O95470	Q9Y303
Q9NRW7	P51398
Q6NW34	Q9P2J8
Q8IZ69	Q13045
P50458	Q13105
Q8IZ26	Q14019
O75531	Q86UR1
O75665	Q9UH99
Q9H3P2	Q9BXL6
Q9Y4G8	Q9UQQ2
Q5T2T1	Q9H8T0
P54852	Q96FW1
P01009	Q9NP92
P50591	Q16633
O75569	Q9NV56
Q9NP84	Q7Z3T8
P07332	P54278
Q9BY49	Q92900
Q92630	Q07960
P24390	Q6GPH4
Q96NL6	Q9BUN5
Q6N043	Q9P086
Q9NSY1	Q9BSF8
P82675	Q9NZ63
Q5PSV4	P61586
Q99497	Q9Y6Y0
Q7Z3G6	P50613
Q9UDY6	Q96SB4
O15550	Q9P2N6
Q96EK7	P05783
Q9NPC8	P20333
Q6MZT1	O00221
Q96LC9	Q5T7V8
Q9BW83	P82930
Q8NEM0	P50458
O75146	Q92890
P30086	Q9Y5E9
P11177	P30291
P78563	P35613
Q14669	Q9NRM7
Q8TBK2	Q8IXJ6
P55317	O00471
Q8NHQ9	P60903
Q96MT8	Q8IWR1
Q9Y2L9	P26368
Q96RS0	Q12800
P55209	O00186
O75665	Q8IYX8
P16662	Q99801
Q69YN4	Q969H4
O75081	P23760
O75385	Q12774
P61513	Q9P2F8
Q6ZMU5	P53674
P52333	Q5TC82
Q9UPN9	P05814
P50897	Q9P246
O43602	P30566
Q92734	P05413
Q9NRN7	O75030
Q9H2X6	Q9NQ48
Q99623	Q8NCN4
Q16270	Q9P2E9
P59780	Q9BRX9
Q9BSU1	Q86UV5
O00213	Q96CN9
O94868	Q9NVT9
Q9H9S0	O00571
Q7Z4H7	P55061
Q9UL19	Q9UQE7
Q9BQ66	Q8IYW5
Q86UT8	P16083
P07900	Q8WV41
Q13416	P51957
Q8WUM4	O14981
Q9UL63	P51787
O15389	Q9H9S0
P26441	P17544
Q149N8	Q14257
Q6PL18	Q99627
Q8NHQ9	P55060
Q86UE8	P13693
P04080	P23142
Q9UKV0	O95376
Q96JM2	O00232
Q99848	Q99075
Q14204	Q8TDD1
O75323	P22692
P16070	P78324
Q96HP0	P55265
Q14149	Q14159
Q96SY0	P07766
Q13451	P50458
Q9HD26	Q9P2I0
P49765	Q92901
P50748	Q4G0J3
Q5HYK7	Q8N187
Q9NPP4	Q969X6
Q92830	Q9NV79
Q9BWN1	Q8WY91
P51948	Q6AI12
Q9Y5Q8	Q96RL7
Q96GC9	Q96BM1
Q7Z3B4	Q9NR21
Q9BPX1	Q9XRX5
Q8IW45	Q99547
Q9P287	P20851
Q6ICG8	Q9HCL2
P23945	Q9UMN6
Q9UKM9	P31948
Q01968	P08648
Q9UKJ5	O00429
Q7L8J4	Q8IXJ6
Q92833	P20851
Q17RB8	Q13888
Q9BXA6	P50990
O95379	P05496
O96014	P07585
Q9NQ66	P27540
Q15884	O75161
Q9NR81	Q5JSZ5
P23511	Q8N488
P32242	O60841
P15313	O00512
Q8IYF3	Q9Y244
P49903	Q8WXG1
Q96MU7	P01579
O60346	P25098
P78406	P09871
P54252	O75603
Q9BSI4	Q8N8S7
P20701	Q9NR21
Q9BQI9	O95352
P13591	P42696
P38398	Q5SW96
Q14469	O15085
Q9P0K7	Q9BXK5
Q9NQQ7	Q9P2W9
Q96PV4	Q8NC96
Q9BVV2	O43617
Q9NXL9	Q01453
Q96S55	Q7Z417
Q8N140	Q8WYK2
Q53HC0	O96006
Q92542	Q9Y343
P04040	Q15554
Q93009	Q96DN6
O00303	Q14137
P55198	Q14694
Q15165	Q9BRT6
O14662	Q9H0Y0
P56545	Q86SE8
Q8TDY4	Q15466
Q9Y5E9	Q16620
Q96FI4	Q7Z4U5
Q9UM54	Q9UBV7
Q9UNQ2	Q86UT6
Q9BSV6	P54368
Q8N6S4	Q9Y6F6
Q8TF40	Q6ZSB9
Q8ND30	P15408
Q9BVS5	Q9NQ79
Q15154	P48552
P49005	P28908
Q96QF0	Q8WYA6
P54105	Q5TKA1
Q86Z23	Q4AE62
Q9NZN5	O14657
O15055	Q15005
Q969V6	Q15466
P32320	O75916
O95967	O95352
Q8WTV1	P55196
O43143	Q92820
Q5H9F3	Q9Y266
Q96BJ3	Q14573
O14530	Q9P1Z2
P42568	P62750
Q92538	Q9C0C4
P27694	P48200
P11274	P02794
Q5PSV4	Q9NXF1
Q9BST9	O76015
P29323	Q969W3
Q9NR46	Q14197
O95214	Q15042
P51398	P15172
Q92989	P38159
Q07889	Q86W42
P17152	P28360
Q53HV7	Q12791
Q13546	P49321
P36508	P23760
A7KAX9	O43157
Q9H2X6	Q13113
Q99547	Q96JB5
Q14781	P11182
Q14657	Q8TF46
Q86VS3	Q9P2W9
Q9NRF2	Q9P000
Q8WXX7	Q8WVM7
P01042	Q14159
Q9BUQ8	O14578
Q9BRR9	O94964
P11387	Q9GZM8
O60760	Q96QZ7
Q9P1Q0	P49840
Q8IXW5	P21506
P10321	Q9Y676
Q9UDX3	Q9UNS2
Q8WWR8	P16157
O75663	Q96HY6
Q9BV38	O95379
Q9BTV4	Q8IW45
Q9UNA1	Q9BYF1
O95071	Q9Y6E2
Q8WYA6	Q5H9F3
Q9BXY4	Q8IUW3
Q9NXV6	P24001
Q96RG2	Q9H1X1
O15084	Q9H334
Q9H2A7	P98177
O95817	Q9BTY7
P01730	P78406
Q9Y4J8	Q9Y605
Q8N490	P98155
P15976	O75618
Q9P2E9	Q5JVL4
P50458	Q9Y6D9
Q14980	Q8ND30
P55291	O95071
O15205	P62195
Q9H0W9	Q4LE39
Q8IW40	Q96QT6
Q4VC05	O75208
P78396	P0DPB3
Q03933	Q9UJW0
O43583	Q9H6Z4
Q9P278	P29466
Q9UHB9	P40616
P35244	Q9C0E4
O60391	Q96CW1
P0C7X2	Q8TCX5
P25490	P24534
Q9NY72	Q96C28
Q12815	Q8N6G5
Q9HBE1	Q9UKA4
Q15256	Q9P015
P05019	Q9NRF2
Q14721	Q9UHY8
Q3KNS6	Q92541
O15033	Q9HD47
Q8IVS8	Q9BXK5
O15392	Q93009
O43291	Q6P597
Q6ZT98	Q9ULC4
Q8N3I7	O43447
Q16254	P53041
Q9Y239	Q71F23
Q9Y5K5	O95243
O14613	Q4VCS5
Q8WTP8	O15084
P25789	Q99801
Q9GZR7	O00268
Q15382	Q8WVK7
O43623	Q92804
Q96M63	O94826
Q9BTZ2	Q9Y608
Q92854	Q96QB1
Q96NT0	O00268
Q92750	Q15466
P28062	Q8N108
Q96A47	Q5SXM2
Q8NA57	P04198
Q9H0E3	Q7Z6J0
P35606	P42704
Q13586	Q9H078
Q9Y4F9	Q13352
P62081	P41743
Q8IZD9	Q15413
Q9BSJ6	O15488
O75663	Q8N1L9
Q9BXH1	P78536
Q8WV99	Q9BYV6
Q9BV73	O96008
Q9NTJ5	Q9UM47
Q9UJY4	P61978
Q96N67	Q6PJ21
P14406	Q5T7P3
Q676U5	Q9HB89
Q9BXY8	O15488
Q9NZQ0	Q8NF91
Q99618	Q9P013
Q5QJE6	Q5VTR2
Q9GZT3	Q15669
O75143	Q86YC2
P78563	P55198
P07737	P10242
Q96F07	P51151
P53674	P50895
Q96GX2	P22061
Q8TCT8	O95169
O95059	Q92878
Q8IU60	P16885
P11473	Q13976
Q96T58	Q96BM9
Q8IXZ2	Q969V4
O15457	Q9BRR8
Q9UGN5	O76075
Q9HCU9	O15143
Q07817	O75478
Q9BYG3	Q8WY91
Q8N4C7	Q16600
Q9Y5Y5	Q9H582
Q9UHK0	P52701
Q8NCX0	Q9NWS0
P46939	O95602
Q9Y574	Q99436
Q5T124	P15173
Q9HB65	Q5SRE7
P20366	Q9H5V7
P05546	Q8N966
Q8NBR6	Q9HBG7
Q9UJ83	Q14694
Q7Z422	O00463
Q9NSD9	A0JLT2
Q68CP9	O95685
Q9Y6F1	Q8N2W9
Q96T68	Q9UJ98
O00151	Q9NP66
O94818	P05107
O60231	Q9UNS2
P11441	O43760
Q15942	Q6UWL6
