O00291	Q9Y265
P50750	Q9UBF9
P00747	O94992
P36941	Q8NEE6
Q71RC2	P14543
Q9NWK9	Q96BY7
Q9Y5Q3	P17676
P27701	P23511
Q7Z6J9	Q9UI30
Q15036	Q9BTE0
Q96C03	P99999
Q9NVT9	Q9BZE1
O95831	O00237
Q6ZU52	Q9UPM9
Q14469	Q8IU60
Q8WWV3	O14512
Q9Y2Q0	Q96MP8
Q8WTP8	Q03060
Q9BSL1	Q8NGJ1
Q9NY93	Q05195
Q01826	Q9NRG4
Q86Y26	P02753
P15260	P51959
Q12851	Q9BRJ6
Q99459	P20851
Q16799	Q13868
Q9BS26	Q14573
P61970	Q9NXF1
Q15654	Q969W3
O75410	Q16186
O60662	Q9BVG3
P23945	P48357
P00558	P56817
P35227	Q9BTV4
P42229	Q07820
Q9NVF7	Q99436
Q4AE62	P10912
Q9Y5E9	O75791
O00746	Q9NPJ6
Q9Y2X0	O43491
Q9UJ04	Q8NEZ2
P35227	Q9UQ84
Q9P015	A8MW92
Q92538	P15692
Q14160	Q9Y2K7
O95503	Q99567
P21941	O15417
Q96IZ0	Q9ULT6
Q14145	Q9UBP6
Q6PGQ1	Q01968
Q86US8	Q9UKN8
Q9HB65	Q9HBG6
Q8IXI2	Q8N3V7
Q9NWK9	P14854
Q96TA1	Q9UPM6
O94886	Q5FBB7
Q92538	P61011
Q9UGP4	O94972
P20290	Q9Y4C1
P48023	Q6NXT1
O14641	Q96GX8
P52744	Q9UBZ9
P49703	O15439
Q9Y2M5	Q4G0X9
Q9BV68	Q13451
P48146	Q2M3C6
P62306	Q96BD8
Q969K4	Q9BX70
Q9UKF6	Q8WVM7
Q8TCG1	Q9Y3Y2
O95751	O15488
P29353	Q9UII6
Q969Q5	Q96AP0
Q9H467	Q8TCT7
P10244	O00560
P49450	Q8WY91
Q6ZTQ3	Q96I34
O75828	Q9HB07
O95785	P42345
Q8N2Q7	Q8TCT9
Q8TEL6	P51572
Q9H5J8	Q8NFY9
Q9BQP7	O95479
P31431	P19634
Q8WYR4	O75197
O00305	P05455
O14730	Q9BQS8
Q86TJ2	Q9Y3D0
Q9NZC3	Q13144
O15126	Q86VS3
Q86Z14	Q8IUR0
O15042	Q66GS9
Q9Y4B4	Q9P2X0
Q9P2J5	Q96H20
Q49A92	Q96F07
Q9NWS9	Q8N9N2
Q92696	Q96NT3
P23229	Q9H1J1
Q9NYV6	Q9P209
Q96MF2	Q96AQ9
Q6PF18	Q92966
Q14738	Q8N0X7
O15049	Q8TB96
Q7Z3T8	Q13490
O00178	Q07157
Q92529	Q8WVY7
Q9Y217	Q96BA8
P62487	Q8WWR8
P32242	Q9H115
Q9P2I0	O75478
P21675	O43422
Q9P0T4	P30101
Q6ZN55	O95696
Q8N6U8	Q8IWT3
Q9ULR3	Q96HL8
O94988	O15304
Q9H765	Q8TDW5
Q9BXU3	P25105
Q96T76	O95751
P57105	P15692
Q9H4L4	Q9BRD0
Q8TD19	P23945
Q00610	Q96IK5
Q92629	Q9H019
Q96LB3	Q8WVM7
Q8N2I9	Q8WV28
Q9UKF6	Q9HA38
O00255	Q9P219
P09417	Q96T60
Q86UR5	Q9NQG6
Q9H0L4	Q9H000
Q8WVT3	O95994
Q9NRD0	Q9Y2S7
Q9BRJ6	P15923
Q9H9S0	P05556
O43823	P52630
Q92734	Q09019
Q8NBT2	Q8TEC5
Q9Y2B4	Q86YW9
Q9H714	Q96G01
Q9Y6H1	P01130
Q8TAT6	P62834
Q5VZM2	Q03519
Q5JTV8	O75182
O75791	Q9H2M9
Q6PI98	P49754
Q8N4C7	P24522
Q15413	O60518
Q75VX8	Q8WYL5
Q49AN0	O75593
Q96FJ0	Q96NN9
Q9BUG6	Q9BTT4
Q96RU2	Q9BTT4
O96004	Q8IYI6
Q8NEC5	Q03154
P11831	Q96RI1
Q8N6T3	O75716
P28072	O95714
Q01344	Q9NNX6
Q13291	Q96G25
O43395	Q9BTE1
Q9P2X0	Q12923
Q6P1L5	Q5PRF9
Q96MN5	Q8NCE2
P22105	Q5VZV1
P26992	Q92793
Q9BY77	P39019
Q9NZJ5	Q8N0Z6
O75153	O43542
P33991	Q63HR2
Q96LL4	Q8WXG1
Q13111	Q9UGI9
O43823	Q9BWN1
P08235	Q9NVX7
O14972	P47974
P57060	Q66K14
Q8NB46	Q693B1
Q9H773	P51861
Q9NUL5	P57086
P62306	P55209
Q8NHQ9	O75122
Q96KS9	Q9NQW6
P28065	Q12860
O43791	Q9BT92
Q7Z5L9	P41134
Q8TDW5	P60900
P01031	Q96J92
Q8IXM2	Q9NQ35
Q96EY1	Q16611
Q9H079	Q8N122
Q9Y448	P22670
P37235	O43915
P62508	P05154
P15289	O96013
P24752	Q8TD17
O95639	Q9H3U1
Q96A08	Q8WU20
Q05048	Q99990
P43364	Q9UHW5
Q659C4	O75694
Q8NE71	P14373
Q8NHY5	Q16635
O60346	P49023
Q8WWX8	P10244
Q9C0A6	Q08170
P50750	P01040
Q5JR59	Q12767
P62253	O75787
P85037	Q6IA86
Q9Y2D4	Q96IW7
Q96L50	Q8TAM2
P05783	Q2M1P5
Q96PM5	O95994
Q8WUJ0	Q9UKD1
Q6P1X5	Q6PD74
O75335	Q9UMN6
P10747	Q6UWZ7
Q9GZZ9	Q9NVR0
P00749	O43915
Q8NBR6	P0CG13
Q9H6Q4	O14657
O94888	Q9NYP9
P25208	Q9P0J7
P16615	Q8IWZ8
Q9BY89	Q12851
O15439	Q9HCD6
P50225	P17152
O00305	Q8WXC6
P09001	P82930
Q7Z7B0	O43296
Q969H6	Q9P287
O14737	Q86TC9
Q12983	Q9NZC7
Q92574	Q9NNX6
O95785	Q14202
Q70EL1	Q969H0
Q9BSW7	Q9NPA8
P09001	O75530
Q8IX01	Q8TAA3
P02489	Q9BRV8
Q8N4B1	O75122
O95183	P49715
Q99062	Q9Y342
Q96S65	Q8NFR7
Q5T6F0	P49703
O76038	P36507
Q9UJW0	Q96L73
Q9Y6Q9	P36639
Q9C0H9	Q8WWM7
Q8WWX8	Q7Z419
Q8TD19	P14136
Q8IV20	P25800
Q12765	P46783
Q96A70	P26368
Q6NUJ2	Q9UBR2
Q15672	Q6P2C8
Q9NU23	Q9BY11
Q9BQ61	Q9NY27
O14561	P04070
Q9H3Z4	Q86VM9
Q16629	O15054
Q8NEZ3	Q6P1W5
P35670	Q96G01
P52333	P15391
P50552	Q9BXU3
O43303	Q9BUE0
P11473	Q9NVS2
Q9Y283	O43676
Q9H2G9	Q6UY14
P04156	O94885
Q6N021	Q86YJ7
O94907	Q9BZE1
Q9H5J8	Q9BVJ7
Q9BXW6	Q86X40
O75084	O75553
P09110	Q9Y2R9
Q9UM47	O15027
Q8TF39	Q9UMS4
Q92918	O75376
Q9BSV6	Q6PF18
Q8N165	Q12948
Q96HS1	Q5UCC4
Q6NYC8	Q9UMX1
O43502	P61758
P12004	Q92989
Q9BYH8	O43683
Q96RT7	Q9Y228
Q8NDN9	Q8NFC6
P36954	Q6PGQ1
Q96S79	Q7Z3G6
Q96JP2	Q8N5Z5
P42773	Q9H8M2
Q9NPF5	Q86WR7
P27361	Q9NUI1
O75317	Q96T76
P53985	Q5U5X0
P11940	P40937
Q9Y6J9	Q86VP1
Q9HAD4	O43255
Q9UBS8	P30084
Q9BZW7	O75815
Q5TAB7	Q96EB1
Q8TB22	Q96CS2
Q96J01	P16455
Q9BRP1	P50990
Q2KJY2	P30556
Q9Y679	Q5VZV1
P16298	Q96J02
Q9Y6J0	Q7Z3C6
Q9BSH5	Q6P2E9
Q9UMS6	P35658
P49915	P78560
P0DPB6	Q8IUH5
P45880	Q9BTE3
P30154	Q5T7P3
Q9NR09	Q9ULX6
P15976	P52435
P52272	Q9Y3U8
Q96FC7	Q9BRQ0
Q96JZ2	Q9BW61
Q8WZ19	Q96HH6
Q16851	O43396
Q86Y26	P55061
P04637	Q16559
Q9NPG3	O75122
Q9UHW5	Q8N9W6
P20618	Q9ULT8
Q8NFT6	Q969L2
Q16401	Q06587
Q96GC9	Q6ZRV2
Q9UKA4	Q8WW01
O60925	Q13794
Q9NPL8	Q3KNV8
Q99959	Q8IZD9
Q96IG2	Q8TDN1
O95182	Q8TD19
Q9Y676	P16035
Q6P9B9	Q9ULS5
Q6MZT1	Q96EV8
Q13905	P20226
Q9UBW8	Q9NQ94
Q9NPJ8	Q9BXW6
Q9Y6N9	P55957
Q9UHB7	Q9HCI7
P61006	P49450
Q86W11	P49916
P28069	Q13258
Q695T7	Q9Y3S2
Q9NZA1	Q99436
P02760	O00422
Q92734	Q96F24
O76041	Q9H9Q2
P05556	Q12972
O95140	P55039
Q6FIF0	P43005
P06730	Q9BTT4
Q86TM6	Q9NY27
O14492	Q99640
Q53H47	O15162
Q96KQ4	Q99575
P51587	P63272
Q9BWT1	Q99747
Q07869	A9UHW6
O43741	Q9NYA1
Q9UH92	P12644
Q5JVS0	Q96CJ1
Q96CP2	Q13136
P37231	Q92625
Q9HCU8	P54274
Q9H3K2	Q9UQE7
Q6PJE2	Q9NVD7
Q6PJW8	Q6NUP7
Q86UL8	Q8WW38
O75081	Q9P2R7
Q03001	O95163
Q86U44	Q14683
Q9BWN1	P35579
P11717	Q96CD2
Q16186	P62899
Q9UBS5	O75593
P10909	O15372
P48736	Q9Y5V3
O94988	Q14498
P78314	O60239
Q9BT49	Q9NPH2
P98155	Q9BSJ2
Q5MJ70	Q9NU23
P13489	Q9UHQ4
Q13232	Q6P499
Q96LK0	Q8TD31
Q9UPU9	O76064
P01903	Q9UF11
Q969L4	P62487
Q8WVX3	Q8NB90
Q9UIG0	Q9NQ94
Q96QF0	P06703
Q56P03	Q15041
Q9C035	Q96NR8
Q9H0E9	P22004
Q9UBB5	Q96H22
Q96IQ9	Q15050
P20701	Q9Y5K8
Q76L83	Q9BVN2
Q9Y4P3	P52803
O43617	Q9NQX4
Q8IYH5	Q9Y2I7
Q92613	Q96ST2
Q92994	P50591
Q13613	O75486
O14782	Q96E14
Q2TAC2	Q86WN1
O76038	P30533
O15212	Q66K14
Q9NSD9	P11712
Q9BXH1	P09001
Q9Y3C5	O00443
P05455	Q96JC1
Q12929	P55196
O14977	Q5T1M5
P07225	Q9UNP9
Q14164	Q9UHV7
Q7L1W4	P09105
P55199	O43674
Q8NBI2	Q9H2G4
P37275	Q9UL15
P01127	Q5RKV6
Q92560	Q96QZ7
P35236	P55201
Q92995	Q9BX66
Q7Z2Z1	Q969V4
Q8N4J0	P61970
Q6RI45	P57737
O43918	Q05586
Q9P0N8	Q96EB6
P28072	P45985
O15533	Q9NPI8
Q3KP44	P14859
Q58WW2	O96018
Q7Z6L1	Q15884
Q00013	P20336
P17735	P51957
Q9Y6Y0	Q96M61
Q9H257	P14598
Q9H2G2	O75694
O94979	O15151
Q8N165	Q9Y228
P42679	P79522
Q8TAD8	O96019
P46934	Q9P1Q0
Q8NGJ1	Q15013
P16035	Q8TDZ2
Q13009	Q8WV07
P08195	P61421
P25106	P10646
Q9Y5Z4	Q12756
P61962	Q93008
Q68CQ4	Q9Y3C1
Q6ZWJ1	Q9NXK8
Q96J84	P10914
Q6WCQ1	Q92793
Q5VVX9	Q9Y3C0
P25490	P08240
Q02363	P61086
Q96EQ0	Q9Y6D6
Q9UPN3	O75643
P63316	Q969T9
Q17RB8	O15061
O14901	P07949
P20810	Q15334
P04049	Q9UBN7
Q9UGP4	Q9NXL9
O94826	Q9Y5B9
P52739	O15018
O00221	P24539
Q96RU7	P49137
P05121	Q96EP1
Q96DZ9	Q8N1F7
Q68DV7	P61968
Q13418	Q8IWB1
Q969U6	P55265
P01344	Q9NQB0
O76064	Q969P5
Q9UMR5	O43427
Q96EK7	Q8N8N0
Q13315	P42785
Q9BTY7	Q9UKR5
P34897	Q7RTV0
O95865	Q8N2Q7
P0DPB3	O14492
Q99075	P37231
Q9Y2S7	Q9UDY8
Q14657	Q9C026
Q9Y3Z3	P10243
Q07889	Q15388
P49321	Q96PN8
Q7Z4G1	P05408
P10809	Q9Y547
Q96FT9	Q9BVC3
Q96EB6	Q96E14
Q15834	O15535
Q2M2I8	Q12959
Q9H6Q4	Q8NEC5
Q13123	O95365
Q7KZF4	P14543
Q9Y6B7	Q96PN7
Q9H668	Q9Y466
O14558	Q5XUX1
P27694	Q8N5M4
Q9NRF2	Q6P597
Q9Y2M5	Q9UQE7
Q9UBZ4	Q9Y2J2
Q9P2B4	Q3KP44
O43156	O94855
P80365	Q9Y2B1
Q02539	Q8N653
Q13239	P35520
Q86TM6	Q96DC9
Q93052	Q9UGI9
Q9H3M7	Q9BXC9
Q9Y6R4	Q96B26
Q9NX31	Q9NTJ5
Q92629	P28908
Q7Z4I7	Q8IY57
P03915	Q9NYF8
Q9UBW7	Q9BRK4
Q9H0E7	P50876
Q14257	Q68CP9
Q14721	P30260
Q06265	P09884
O75828	Q02224
O75030	Q96JX3
Q96MN5	P15311
Q13586	Q8IYA8
P00736	Q9Y575
O60331	P56279
Q96F86	O15194
Q8TDR0	O00560
Q96RN5	Q9BV90
P52294	Q92966
Q9Y385	Q9NYF0
P25815	P51946
Q15404	Q99759
Q969R8	Q9BX59
Q13426	P05362
O94964	P30086
Q96HA1	Q9ULK4
O75056	P82914
Q9UL19	P63208
P51610	Q75N03
P04280	Q9NXL9
Q8N122	P20810
Q5HYK7	Q9Y5P6
Q9UKX7	P08865
Q96HJ9	O75052
Q8NHG8	O60502
Q06546	Q96G04
O15304	P50148
P11362	Q96QH2
P48431	Q8N9I9
Q9UK97	Q9HAV5
P62820	Q9NNW7
Q8WVK7	Q9NUJ1
Q9H4H8	Q8N3C7
Q9BRG1	Q6P9H4
Q8IXB3	Q8IUI8
P53396	P55347
P34130	Q13618
P50402	Q8WTS6
Q9NY93	Q02156
O14901	Q9HC62
Q96FE5	Q15642
Q13309	P08575
Q16594	Q96JN8
Q12805	Q16790
Q96JN2	Q9NV06
Q6P050	Q8NC96
Q8TE49	P31930
Q96B02	Q14397
P35579	O75208
Q2T9J0	O00635
Q13501	Q9Y6X2
P09681	Q9Y316
Q9BZ67	Q9HB65
Q9BYR7	P34741
Q9H2G9	Q9UBS9
Q99747	Q8WUZ0
Q9BXF3	Q14980
Q9Y5K6	O15020
Q96MF7	Q9H4L7
Q9NS37	Q8N6L0
Q8N0V3	Q9HCM7
O76038	Q9H201
O95229	Q9NX40
P21579	Q9H4M7
P40426	P28069
Q9NQQ7	Q14103
Q12824	Q969V5
Q9UIF8	Q13064
Q969J2	P34925
Q9Y4P1	P57088
Q9Y4Z2	Q86WB0
Q9Y3C0	Q9BYP7
Q9P2B4	O75379
P35916	P48643
P33402	O75695
P07315	Q9Y6A4
Q16649	O94842
Q6PIW4	Q9UPM9
Q9NQ35	Q7L2J0
Q9Y371	Q9C0E4
Q9UHP3	P29692
O75695	Q3KNS6
O95704	Q9NWS6
Q9UL42	Q9NVR7
Q9ULU4	O43747
O94818	Q14974
Q7L1V2	Q5JR59
Q9NRJ3	P49137
Q8IXB1	Q9BS26
P07948	Q13114
Q96CF2	P61201
Q96KR1	Q07654
P17612	Q8NI77
Q96A65	Q9NV56
Q9NWN3	Q8IY57
Q27J81	O00154
Q96CM8	Q96BM1
Q96CD0	Q9BWH6
Q9UKA8	P16234
P27540	P43351
P60520	Q96JM2
Q9BZY9	Q99759
Q96EI5	Q8N3C7
Q9NPD8	P20290
Q9Y3R0	Q96CP2
Q9HAN9	P61513
O15205	O43592
P28065	Q02040
O60762	Q86XL3
P61970	Q13263
Q9BQA1	Q9BQG0
Q9P015	Q9UII6
Q8IXB1	Q13439
P43119	Q7Z699
Q96IZ7	Q9Y223
Q8N9M5	Q8N490
Q6XD76	O14713
Q9NNX6	Q9H496
Q14114	P12268
Q13111	P20585
Q9Y6B2	Q9NRF9
Q9NS56	Q96IV0
Q8IUR7	Q9NQ31
Q5TGY3	Q13636
P11684	Q9HD42
Q9HCN4	O95219
Q07889	P01137
Q5BVD1	O43852
Q6UUV9	O14976
Q7Z6E9	Q8N7R7
Q9HBH9	O14802
Q9UHQ4	O43281
P03372	Q9NQZ6
Q02156	Q8NFF5
Q8TBZ8	Q9BZ95
P40855	Q59EK9
Q5T681	Q9NRF2
Q6PJ21	Q9H074
Q99959	Q9BZF3
O14966	P62195
P54274	P05109
Q13616	Q15648
Q9NUL3	Q13480
P14653	Q96IZ5
Q9HCE7	Q9BXU7
Q8N8D1	Q8WU20
Q96D15	Q9NZL4
Q96DZ5	O43913
Q13501	P51608
O60678	O43353
P43320	Q8TAC2
Q96CG3	P48200
Q96EY7	Q96QD9
Q6ZSY5	P49840
Q9H0E7	Q96S96
Q9BZZ5	Q92845
O75400	P45974
Q96CB8	Q9UHW5
Q9HBG7	P06756
P24864	Q15058
P27037	Q9BUP3
Q9UF11	Q9Y5P8
Q9Y388	Q9UHQ4
Q07812	Q92994
Q9BTE0	O95711
Q9NSP4	Q6BCY4
P61764	O15062
Q8WWB5	O75469
Q9H8E8	Q96MN5
O43402	Q99075
P39748	O00629
P24522	O75460
P49757	O00631
Q9NNX6	Q969D9
A4D1S0	P42696
Q969X6	Q8TCT8
Q07817	B2RXF5
O94822	Q13115
Q9P2D0	P55317
P17544	Q676U5
Q9NQH7	P62913
Q92734	P28066
Q76L83	Q02548
Q15435	Q8WXH5
Q02388	Q5T681
Q12768	O76081
Q149N8	P19174
Q9NRY6	Q14457
Q9Y3B6	Q9UBR2
Q8WUB8	P53611
P23352	Q9UBV8
Q96A47	Q9BXF9
P28360	Q9H992
P11274	P16615
Q99259	P29460
Q92665	P25105
Q92613	P18031
Q969U6	Q15768
Q9UBP0	O60337
Q99593	Q9Y6W6
Q9NZD2	Q6ZMU5
P47224	Q08881
Q9BWH6	O43186
P31350	Q8NE71
P01127	Q9Y2R9
Q9NV31	P53618
P02458	Q49AN0
Q96RT7	Q8IXJ9
O95486	Q13561
Q9H079	P01130
Q96G01	Q13950
Q9BV81	Q96QE3
O14929	P02794
Q9H8K7	P23468
Q13469	Q12982
O15228	O75150
P55042	Q9UKR5
P04637	Q9UH92
Q8N1B4	P07359
P23458	O14836
Q9NPA0	Q9H079
P51957	Q14587
Q8N3F8	P51808
Q8NI77	Q86UD0
Q15528	Q15021
Q9Y618	Q15185
P31150	Q9NQL2
P07585	Q9NWZ3
O75116	Q9NUQ3
Q9HD34	Q9BZD4
O43516	O75409
Q8WUP2	Q8IW19
Q6GTX8	P54278
Q99618	P42226
Q9UDY2	Q9BXN2
O75190	P61289
Q86XR7	Q9HCM7
P30101	O60341
Q8N684	Q7L1V2
P35658	P18848
P01241	O00750
Q9UI30	Q9UBQ0
Q9UJY4	Q76G19
Q9NU23	O14657
Q9UK73	P50570
O94941	Q9NYA4
Q8IWU4	Q86VM9
Q00604	P78509
Q96JS3	P30260
Q13085	O00267
Q9Y5J3	P61587
Q08AM6	P42858
Q96K19	Q96J84
Q9Y5Q9	Q9H4M7
Q9NRI5	Q96AH0
Q96QB1	Q8N6R1
P17936	Q969G2
Q96J77	Q92542
Q96L08	Q15048
P20749	Q6UN15
Q9HCM9	Q5VTR2
O43683	Q9BY12
P22105	O95785
Q9NYL2	P09629
Q16288	Q8IYX3
Q8N0X7	Q93052
P26196	O43920
Q9C0C7	Q9NYB9
Q9NQR1	Q15532
P04233	Q8IXQ5
O14627	Q13951
P21817	Q5VIR6
Q7Z628	P01106
Q9Y2T2	P07949
Q9BZL1	Q969T4
P31930	Q96RI1
P11308	Q8IW19
Q4G148	Q07955
Q96IY1	Q8TDY4
Q5T7P8	Q13114
Q9NZ43	Q9NP71
P19544	P31040
Q96CS7	Q9C0E4
P07101	Q13651
P62195	Q9GZX5
Q15459	Q6N043
P07197	Q06787
P46013	Q9UJW3
P33076	P57077
P57740	Q96FN4
P08833	Q9H8M7
Q9HCE1	O95210
Q12769	P40306
Q93052	Q8N8B7
Q15853	P63165
P08572	Q86YD7
P09038	Q96EY7
Q86XR7	P61006
P01138	Q14678
Q9NZQ7	Q95460
P31431	P05549
P15976	Q15327
P21675	Q9H6Z4
O15212	Q9NW61
Q9UF11	Q9NTM9
P10070	Q9Y2Y4
Q92990	Q9UK41
Q9HCM7	Q5T681
Q4ZIN3	Q9UJW0
Q53HV7	P31314
Q13882	P36507
Q9UM82	Q9NXG2
P60228	Q9H4H8
Q9BXS5	Q9UGM3
P51681	Q9NZ81
P61218	P32927
P41002	P19438
Q9H0A6	Q01344
P55895	P24864
O43709	Q86YC2
Q96IZ5	Q8N344
O75815	O95971
Q9Y2Y1	Q9P219
Q96G25	P26599
P40692	Q9Y496
O00401	Q99460
Q99497	Q9H204
Q8NF99	Q9H2A7
Q8N4P3	P08949
Q9UFB7	Q5T5D7
P14618	Q7L7V1
Q9ULX6	Q8WZ42
P32970	P53805
P13284	Q9UBS5
Q8IUH3	Q8N122
P05408	Q14258
P86791	Q9H2A7
Q9NTX7	Q7Z6B7
Q14524	P23297
Q99640	O00750
O75915	Q8IYI6
P52298	Q8N163
Q8N6N6	Q86VP1
Q92519	O15409
O00635	O00327
O75177	O75822
Q14135	Q9UPM9
Q6PJE2	Q8TEB1
Q05397	Q9UHD8
Q05469	O00631
Q66LE6	P07858
P47756	Q14693
Q9UIQ6	Q9NWS9
P48200	Q7L5A3
Q96S79	P30086
Q7Z434	P51808
Q15758	Q96AG3
P04792	Q14677
Q9BSF8	P54852
P12270	Q07817
Q96AH0	Q9HCL2
Q9H1C4	O15015
P35221	P10243
Q8N3J5	P23771
Q13889	P99999
P48382	Q96GT9
Q9H6L4	P20851
O75896	Q9UHC6
P68032	Q9UK45
P14543	P41229
P49765	O95848
O75438	Q9Y255
Q9NZ32	P62280
Q13472	Q9Y2X7
O75414	Q96EB1
O14508	Q5JVS0
P08588	Q9BSV6
O95631	Q86VI4
O43181	Q8ND90
Q9Y547	Q9UPM8
Q8IZ26	O15143
Q8WXA2	O94989
O60356	O43678
Q8IWT3	Q9H9F9
P35398	P60900
Q6NXR4	Q86UK7
Q8N9N8	O15056
Q9GZY6	Q8IYJ3
P38398	O60356
Q8IXM3	Q9UBH0
Q9UJW0	O94864
P07307	Q96S44
O14964	Q86VP1
Q8NCD3	Q96DA2
Q9UJX3	Q9NZZ3
Q8N9B5	Q96IP4
Q13526	Q5FBB7
Q9UQ26	Q12933
Q9BVW5	O95169
P78563	P20073
Q7L5N1	Q9GZQ4
Q9UBF1	Q96LZ7
Q9UL19	Q8IWU6
Q13823	Q9H6U6
Q9H251	Q969M7
Q9NPE2	P36896
P29597	Q8IZU0
Q12948	Q8WXE1
Q96PE7	Q9Y2S7
O43896	Q7KZI7
P62829	O15212
Q86XI6	Q9NYJ8
Q15059	P16157
P41219	Q8WV41
P05019	P43626
O95817	Q3ZCQ8
P35637	P09681
Q8NFY9	P23142
P55011	Q9H2S9
P25311	P31323
P57088	O75351
Q8TDN1	Q9HCE1
Q9NR77	Q9H1X1
Q8IUH3	Q08379
P0CI25	Q3KNS6
O95402	Q99592
P35212	Q8WY64
Q9BPX1	Q16602
Q92985	P19235
Q9UJM3	Q15907
O75909	Q8N9H8
O14641	Q92538
P61964	Q9BYD3
Q92750	P49796
Q96HS1	P29972
Q99081	Q12802
Q5JSH3	Q00403
P05231	P30307
Q9NQ94	P61236
P14678	Q86YV6
Q9Y3C0	O75688
Q13427	Q12778
Q9Y458	P43146
Q9H4H8	P49796
P02008	Q01860
Q96QE3	Q96HA1
Q8IZJ4	Q969H0
Q9NPI8	O60673
Q96PM5	O60291
Q9BVN2	Q8NDZ2
O95365	Q86XK2
Q8N3R9	O14744
Q14498	Q9C0I1
Q9BXL6	O95971
Q6ZU35	Q8IWV8
P24071	O00330
Q8WUB8	Q8N766
Q8NFD5	Q16533
Q8NFZ0	O14836
Q02224	Q9UNH7
Q641Q2	Q9NWQ8
Q96AT1	O43148
Q9Y4C2	P61587
O75506	P54259
Q6IQ32	P31785
Q9Y651	Q6NUQ1
Q7Z3T8	O43447
Q8IY92	Q13224
P05198	P46937
Q53H96	Q13506
Q14165	O94985
O15294	Q969R2
P08949	Q9UBX3
Q14185	Q16666
Q96MW5	Q9BXL5
P24278	P28370
O15446	Q15019
P49959	Q8TEB9
Q15853	P98170
Q96BH3	Q8N187
P45985	P29323
Q9P031	Q8NEU8
Q9ULH1	Q5TKA1
P23297	Q9P0J7
Q68BL7	Q9BS26
Q9HAW4	Q9Y4R8
Q9BX63	P48382
O75438	Q9C0E4
P41240	Q9UBB5
Q9BT88	P42685
Q9Y2K2	P48544
Q9C0A6	Q96LK0
P04843	Q9UHB7
O15042	O14654
Q14676	P18887
Q9BPU6	Q2T9J0
Q96QU8	P13349
O75140	Q9P202
P28065	Q86UP2
Q8N6T7	P19634
Q96N67	Q9Y2I1
Q96EQ0	Q99576
Q8WY91	Q9UHI7
O15062	Q9UPP1
Q92956	O75179
Q8N5U6	Q68CQ4
Q9NXJ0	Q9BQ89
Q9NUJ1	Q9H0K6
Q96AP4	P48436
P19438	Q9H2G9
Q86UN6	P31930
Q96NC0	Q9Y6W6
O95067	Q14790
O60238	Q9H0F6
P85299	O15409
Q14164	Q8WYR1
Q9NSY1	P26441
P09417	Q15327
P54852	Q9Y2X7
Q9Y5L4	Q75VX8
Q86YP4	P61289
Q9NPC8	P50748
P55201	Q8WUM4
Q96QZ7	P55055
Q9HB21	Q8TAQ2
Q6I9Y2	Q96MF2
P24534	Q9Y608
Q3KP66	Q5VZL5
Q15327	Q5JTV8
P42226	Q14980
Q8N108	Q6PJQ5
Q9GZM8	Q9NQW6
P12277	Q8NDN9
Q14657	Q14573
Q5W0V3	P05362
P25490	Q96D09
Q96SI9	Q13114
Q71F56	Q13428
Q9BW04	Q92570
Q5SSJ5	O15061
Q9NQ79	P51114
Q02241	Q14831
P61160	Q9NZQ0
O75317	Q9UJ04
Q9BQA1	O95182
Q96TC7	Q9Y6K9
P98177	Q9HCN8
P43487	Q96SW2
Q15843	P82912
P46777	Q9BRQ0
P09105	P18507
Q8TAA3	P25054
P51812	Q16633
Q9HCN6	Q5EBL8
Q9UBV2	Q8N895
Q9Y508	Q9Y676
Q9NQZ6	O60346
P50616	Q9P2J9
O15481	Q05923
O75152	Q14980
Q8WUU8	P32942
A8MW92	O15066
Q8TEY7	Q9Y6B7
Q9H6U6	Q52LA3
P26374	P49757
O00186	P41219
Q9P2N6	O00743
Q14249	Q6P1L5
P36508	Q9NP97
P15408	Q9P2W3
P37268	Q15777
Q9H672	O95865
Q03252	Q86UD4
Q9UNE7	Q96AX1
P55316	Q9NZQ0
O95678	P21127
Q9ULC4	Q12815
Q9UQR1	Q8NC69
P09525	P31274
Q96IJ6	Q15080
P53779	Q14526
Q5W111	Q01453
P00747	O00161
Q8WX92	Q9Y2X0
O60493	Q9UK53
Q9UBQ5	P05496
Q14106	P61254
Q9NQG5	P49755
Q9NSD9	O14966
Q70IA6	Q8NDV7
Q52LR7	Q9NZJ0
Q9HC62	Q96DY7
P12694	Q8IXQ6
Q96BI3	Q9BQY4
P07315	O95243
Q6N021	P30281
Q9HAH7	Q9GZM8
P19838	Q6ZU35
O14512	P08575
Q9Y3Y2	P56282
Q02556	P51688
P62873	Q93045
Q9H9A5	Q6Q0C0
Q9BY49	O95171
Q12929	P60321
Q8IXB1	Q8IZQ8
P49916	P60484
Q8WWY6	Q16584
Q70EK8	Q9BRG1
Q9Y6M9	Q8WYQ5
Q9UQ13	Q13239
Q8TDZ2	Q9NPI1
O43143	A8K8P3
Q15562	O00220
Q9H9T3	P12277
Q15208	P98155
O60673	P28062
P08476	O15033
Q13526	O43157
P22830	Q9P015
Q14653	Q9H7E9
Q03989	Q9Y3B4
P46937	P52657
Q8IX15	Q8NEU8
Q14149	P15259
P10747	O75449
Q9UHD9	Q9NS37
P55347	Q92890
Q9NVR0	P51784
Q8TBZ8	Q5XUX0
